Mean,MeanFiltered,Variance,VarianceFiltered,xVariance,yVariance,zVariance,xZeroCrossings,yZeroCrossings,zZeroCrossings,Peaks,PeaksFiltered,ResultantZeroCrossings,ResultantFilteredZeroCrossings,xDCComponent,yDCComponent,zDCComponent,xSpectralEnergy,ySpectralEnergy,zSpectralEnergy,TotalSpectralEnergy,xEntropy,yEntropy,zEntropy,TotalEntropy,xFFTZeroCrossings,yFFTZeroCrossings,zFFTZeroCrossings,Activity
9.852,9.821,1.196,0.224,0.108,0.146,0,12,10,0,1,1,27,3,0.56,1.91,0,37.8,1063.919,493.902,1595.621,223.435,12902.864,4769.231,17895.53,35,44,38,Driving
9.879,9.881,0.052,0.017,0.041,0.081,0,12,9,0,28,59,30,9,2.03,3.35,0,3.703,134.868,198.474,337.045,10.727,1093.907,0,1104.634,40,45,40,Driving
9.852,9.84,0.115,0.03,0.048,0.091,0,11,8,0,14,50,37,8,1.69,2.79,0,5.662,231.642,281.362,518.666,18.615,1953.938,2519.815,4492.368,44,43,45,Driving
9.819,9.804,0.109,0.016,0.016,0.027,0,13,11,0,13,57,33,7,2.72,4.34,0,3.657,120.832,88.589,213.078,9.38,977.077,0,986.457,41,39,42,Driving
9.853,9.943,0.77,0.169,0.123,0.106,0,15,11,0,2,1,22,7,0.7,0.56,0,25.186,758.377,345.646,1129.209,131.513,8643.969,3351.104,12126.586,37,42,42,Driving
9.852,9.942,0.753,0.168,0.128,0.154,0,6,10,0,2,1,19,9,6.7,0.89,0,26.762,883.5,343.644,1253.906,142.949,9973.175,3225.427,13341.551,41,47,38,Driving
9.844,9.79,0.581,0.45,1.239,0.822,0,4,13,0,1,6,23,17,25.33,15.57,0,103.23,3659.297,2418.48,6181.007,837.197,47692.741,31564.086,80094.024,40,41,31,Driving
9.715,9.62,0.619,0.479,1.974,1.152,0,5,8,0,1,6,25,15,60.57,21.51,0,153.983,5031.069,1497.927,6682.979,1385.135,69454.903,17894.343,88734.381,36,32,39,Driving
9.538,9.488,0.069,0.052,1.589,0.599,0,8,8,0,1,43,19,3,25.36,13.11,0,109.902,4493.229,1506.261,6109.392,973.801,61769.762,18321.035,81064.598,43,39,42,Driving
9.516,9.479,0.045,0.041,0.322,0.186,0,7,7,0,5,62,15,3,2.24,4.23,0,24.31,840.667,755.986,1620.963,136.616,9903.429,8255.886,18295.931,39,36,33,Driving
9.528,9.51,0.02,0.003,0.116,0.177,0,5,5,0,4,64,3,3,3.82,2.65,0,7.796,286.649,544.613,839.058,40.164,2662.413,5620.93,8323.507,24,38,29,Driving
9.626,9.546,0.437,0.125,1.086,0.185,0,5,8,0,1,18,7,5,33.25,2.77,0,112.522,3808.562,672.101,4593.185,894.737,54647.935,7833.721,63376.393,48,33,34,Driving
9.857,9.759,1.099,0.418,1.036,0.493,0.076,13,6,9,1,1,30,9,33.06,3.56,0.85,112.356,4031.915,990.139,5134.41,846.628,54153.615,10863.305,65863.548,47,40,36,Driving
9.892,9.932,0.603,0.436,0.387,0.179,0.014,13,7,10,1,1,25,3,2.91,3.42,0.98,30.718,501.144,615.687,1147.549,167.431,5581.549,6484.824,12233.804,43,45,34,Driving
9.836,9.839,0.125,0.027,0.056,0.122,0.004,11,7,12,1,59,33,5,1.32,4.28,0.43,7.557,317.301,451.283,776.141,27.523,2975.411,4234.662,7237.596,32,41,48,Driving
9.831,9.8,1.159,0.095,0.124,0.108,0.005,11,8,11,1,39,39,13,1.42,2.79,0.49,50.827,1490.172,345.344,1886.343,340.527,19587.38,3460.112,23388.019,38,42,37,Driving
9.84,9.792,1.162,0.098,0.11,0.084,0.004,19,11,10,1,36,43,15,1.07,2.59,0.219,51.683,1450.171,321.537,1823.391,340.503,18543.299,2902.441,21786.243,45,44,47,Driving
9.852,9.838,0.117,0.022,0.056,0.163,0.005,13,9,10,2,44,27,4,1.83,0.93,0.9,7.442,241.947,494.43,743.819,24.838,2123.145,5265.732,7413.715,45,48,38,Driving
9.849,9.848,0.029,0.009,0.053,0.213,0.006,13,8,11,27,64,9,1,2.8,4.18,0.97,5.294,272.565,610.011,887.87,17.476,2598.111,6099.682,8715.269,39,39,40,Driving
9.886,9.869,0.053,0.022,0.044,0.252,0.006,14,5,9,20,44,19,1,1.87,2.72,0.72,6.128,145.698,291.388,443.214,19.883,1175.725,2655.169,3850.777,39,43,33,Driving
9.89,9.889,0.104,0.038,0.055,0.252,0.006,7,7,6,24,42,27,3,0.68,2.41,0.39,8.39,226.913,532.482,767.785,34.008,1965.028,5298.441,7297.477,41,39,36,Driving
9.853,9.848,0.134,0.04,0.055,0.109,0.004,11,7,13,2,43,30,3,0.118,0.79,0.11,7.499,183.631,275.608,466.738,27.375,1503.16,2452.902,3983.437,39,37,37,Driving
9.876,9.886,0.775,0.096,0.053,0.1,0.008,10,5,13,1,6,27,7,0.85,1.18,0.279,37.225,1413.743,451.611,1902.579,227.323,17863.132,4769.05,22859.505,45,38,44,Driving
9.893,9.892,0.813,0.073,0.05,0.137,0.009,12,8,16,1,7,27,11,0.87,2.27,0.261,39.349,1151.39,549.661,1740.4,242.025,13655.257,5695.746,19593.028,35,43,38,Driving
9.84,9.829,0.155,0.067,0.07,0.079,0.003,12,10,11,1,1,27,3,2.3,3.52,1.1,8.108,222.272,220.505,450.885,28.586,1952.64,1932.361,3913.587,46,36,37,Driving
9.821,9.834,0.516,0.067,0.068,0.084,0.003,8,9,13,1,4,27,5,0.78,0.39,0.349,20.912,700.703,127.344,848.959,104.38,8058.969,1093.327,9256.676,45,46,38,Driving
9.839,9.868,0.532,0.068,0.07,0.1,0.004,14,6,10,1,5,38,7,1.16,2.5,0.37,20.805,816.18,287.776,1124.761,106.231,9618.573,2580.035,12304.839,41,39,34,Driving
9.829,9.739,0.914,0.372,0.232,0.098,0.01,18,8,10,1,1,31,11,0.76,1.79,0.251,38.386,1140.643,232.861,1411.89,226.913,14142.009,2195.865,16564.787,46,44,34,Driving
9.835,9.752,0.863,0.36,0.222,0.096,0.01,12,6,12,1,1,19,7,2.45,5.6,0.94,36.856,1198.31,243.338,1478.504,213.069,14996.376,2180.841,17390.286,39,44,34,Driving
9.843,9.842,0.032,0.008,0.032,0.106,0.005,6,5,8,30,64,23,3,1.25,2.59,0.47,3.393,161.735,408.422,573.55,11.098,1333.529,4054.684,5399.311,35,51,30,Driving
9.845,9.834,0.039,0.013,0.025,0.053,0.003,11,10,11,28,16,25,3,0.379,4.97,0.179,3.307,110.109,193.158,306.574,7.62,874.054,1712.341,2594.015,40,45,38,Driving
9.816,9.605,1.694,0.778,2.341,1.488,0.48,12,10,8,1,1,31,17,29.75,3.25,3.99,230.5,8215.92,3303.002,11749.422,1917.537,115463.563,43031.658,160412.758,29,33,31,Driving
9.897,9.889,0.329,0.121,0.791,1.425,0.089,10,8,7,2,10,33,13,29.62,4.76,0.118,62.44,2303.141,3240.26,5605.841,438.64,28251.509,40772.456,69462.605,30,37,33,Driving
9.893,9.878,0.096,0.026,0.039,0.493,0.007,10,8,6,20,36,33,7,2.21,11.7,2.74,8.287,359.378,1416.147,1783.812,28.535,3474.845,16714.849,20218.229,43,40,41,Driving
9.853,9.843,0.063,0.019,0.063,0.184,0.004,8,5,6,25,61,28,7,2.15,4.23,0.52,6.333,183.892,690.91,881.135,22.038,1556.738,7488.444,9067.22,34,44,35,Driving
9.839,9.85,0.038,0.012,0.05,0.1,0.003,7,9,8,36,61,17,3,2.01,3.44,0.42,4.659,129.8,196.195,330.654,14.654,1063.313,1602.106,2680.073,29,40,36,Driving
9.85,9.842,1.013,0.187,0.089,0.142,0.005,9,7,10,1,1,27,9,0.49,0.68,0.161,44.337,1426.913,422.335,1893.585,270.967,18210.51,4002.189,22483.666,37,38,32,Driving
9.859,9.765,1.304,0.253,0.129,0.128,0.008,13,7,9,1,1,36,15,2.25,2.94,0.53,54.984,2262.844,296.945,2614.773,360.555,30416.842,2771.858,33549.255,50,34,40,Driving
9.892,9.812,0.362,0.099,0.093,0.145,0.005,15,11,10,2,47,31,11,2.42,4.62,0.7,17.762,706.484,357.768,1082.014,85.47,7488.174,3332.925,10906.569,41,45,41,Driving
9.898,9.885,0.426,0.078,0.085,0.194,0.005,15,7,11,1,7,32,13,1.53,0.79,0.73,21.004,773.421,500.028,1294.453,107.882,8835.082,4909.096,13852.06,41,38,42,Driving
9.869,9.85,0.418,0.066,0.047,0.07,0.004,17,12,18,1,6,37,11,0.66,3.71,0.141,17.773,562.903,212.957,793.633,86.844,6365.948,1886.596,8339.388,41,41,36,Driving
9.866,9.809,0.126,0.017,0.025,0.059,0.002,11,14,16,5,62,39,3,0.261,0.81,0.152,6.26,232.98,109.312,348.552,21.094,2068.518,842.996,2932.608,34,42,48,Driving
9.87,9.809,0.243,0.076,0.054,0.073,0.004,16,7,10,1,28,34,5,1.83,2.56,0.4,9.886,301.836,255.413,567.135,40.062,2843.381,2299.25,5182.693,44,45,36,Driving
9.954,9.952,0.301,0.054,0.04,0.073,0.003,16,4,11,1,32,29,7,0.21,3.5,0.17,12.158,497.093,194.553,703.804,50.867,5158.013,1690.084,6898.964,43,36,45,Driving
10.001,10.011,0.348,0.066,0.042,0.072,0.003,15,7,11,1,15,35,13,3.56,5.87,0.89,14.147,684.758,163.335,862.24,63.919,7469.619,1318.701,8852.239,36,42,53,Driving
9.923,9.894,0.34,0.087,0.053,0.054,0.003,20,8,14,2,12,37,17,0.071,4.61,0.19,12.365,330.634,156.507,499.506,57.303,3097.262,1413.818,4568.383,43,31,36,Driving
9.862,9.846,0.254,0.108,0.058,0.033,0.004,23,8,19,4,29,38,15,3.1,3.5,1.03,9.015,220.578,99.356,328.949,35.992,1943.746,818.217,2797.955,36,45,50,Driving
9.838,9.806,0.352,0.1,0.051,0.017,0.004,19,11,13,1,27,36,11,2.2,4.55,0.55,12.365,470.263,43.747,526.375,53.637,5055.581,286.818,5396.036,42,38,49,Driving
9.864,9.872,0.502,0.089,0.079,0.134,0.005,15,5,6,1,5,40,11,0.55,2.85,0,19.45,734.751,398.997,1153.198,98.254,8092.581,3940.142,12130.977,41,33,43,Driving
9.911,9.982,0.3,0.071,0.089,0.261,0.006,8,4,5,6,5,34,9,3.07,7.22,0.92,12.875,377.426,404.362,794.663,55.143,3851.553,3943.579,7850.275,47,42,39,Driving
9.9,9.852,0.707,0.12,0.104,0.196,0.005,13,9,12,1,2,41,13,3.35,6.24,0.77,27.909,904.857,444.727,1377.493,161.247,10720.93,4349.594,15231.771,44,41,38,Driving
9.866,9.814,0.747,0.122,0.085,0.076,0.005,17,11,18,1,2,41,13,1.69,5.25,0.85,28.775,774.066,87.515,890.356,168.227,9282.955,676.611,10127.793,41,38,42,Driving
9.861,9.846,0.099,0.027,0.028,0.05,0.002,15,12,14,2,56,32,7,1.81,2.78,0.41,4.539,117.488,106.847,228.874,12.643,919.478,860.892,1793.013,49,31,40,Driving
9.889,9.875,0.057,0.021,0.026,0.089,0.003,10,10,10,22,61,21,5,1.59,2.8,0.23,3.527,112.308,224.681,340.516,7.693,869.783,2000.218,2877.694,45,47,42,Driving
9.926,9.878,0.288,0.04,0.062,0.231,0.006,8,8,10,2,2,26,5,2.23,2.93,0.81,14.239,426.765,704.309,1145.313,61.397,4409.768,7296.011,11767.176,40,43,39,Driving
9.97,9.935,0.317,0.076,0.089,0.195,0.005,10,7,9,2,15,27,7,3.24,5.71,0.81,15.582,511.324,491.666,1018.572,71.327,5262.907,4861.869,10196.103,34,37,33,Driving
9.976,9.982,0.171,0.061,0.062,0.073,0.002,18,7,9,1,17,28,10,0.84,0.85,0.141,8.025,246.278,189.914,444.217,29.117,2192.526,1611.385,3833.028,38,39,43,Driving
9.936,9.97,0.26,0.043,0.035,0.035,0.002,23,11,18,2,16,38,15,0.86,0.045,0.161,10.474,244.597,120.411,375.482,43.998,2143.7,963.948,3151.646,38,41,38,Driving
9.903,9.863,0.344,0.079,0.047,0.012,0.003,17,13,20,8,22,41,17,0.73,1.77,0.57,12.85,276.223,45.804,334.877,62.567,2442.22,303.393,2808.18,43,34,38,Driving
9.863,9.824,0.285,0.094,0.054,0.012,0.003,21,13,19,6,4,42,17,0.77,1.41,0.47,10.27,307.299,36.91,354.479,45.088,2918.911,228.401,3192.4,41,42,45,Driving
9.817,9.8,0.215,0.064,0.04,0.005,0.002,23,23,20,6,30,42,19,1.34,0.93,0,7.421,322.885,21.263,351.569,28.039,2960.735,117.666,3106.44,37,39,39,Driving
9.844,9.837,0.393,0.061,0.04,0.006,0.002,20,29,22,3,3,43,19,0,0.152,0.077,14.61,422.413,27.825,464.848,69.622,4237.955,169.45,4477.027,40,38,41,Driving
9.869,9.906,0.343,0.063,0.046,0.01,0.002,16,21,20,2,7,35,15,0.19,0.9,0.48,13.646,335.707,38.167,387.52,63.066,3164.559,237.122,3464.747,41,40,46,Driving
9.85,9.875,0.19,0.061,0.061,0.045,0.003,13,5,14,2,27,32,11,2.42,4.22,0.51,7.777,247.149,119.967,374.893,27.801,2242.405,902.125,3172.331,40,45,40,Driving
9.896,9.908,0.274,0.096,0.068,0.102,0.007,17,5,13,2,1,31,11,1.21,0.319,0.43,10.911,320.44,392.807,724.158,45.323,3099.144,3640.383,6784.85,40,45,43,Driving
9.968,9.988,0.217,0.064,0.042,0.114,0.007,15,5,10,1,1,25,5,3.98,8.15,0.88,9.143,322.652,167.35,499.145,35.409,3170.728,1460.908,4667.045,37,34,44,Driving
9.951,9.932,0.19,0.049,0.038,0.085,0.004,18,6,10,1,9,31,7,0.118,2.85,0.219,7.686,155.913,218.414,382.013,27.397,1299.772,2004.151,3331.32,51,39,42,Driving
9.874,9.865,0.222,0.1,0.047,0.021,0.003,18,15,17,1,1,41,14,1.25,3.25,0.21,8.525,215.617,67.72,291.862,31.874,1988.644,522.716,2543.234,41,36,42,Driving
9.862,9.834,0.191,0.055,0.033,0.013,0.002,16,20,18,12,32,43,16,0.37,1.44,0.179,7.057,208.809,46.724,262.59,27.862,1765.431,320.755,2114.048,34,45,34,Driving
9.885,9.866,0.17,0.051,0.034,0.028,0.002,19,13,14,14,36,38,17,0.88,0.94,0.37,6.502,275.645,104.729,386.876,25.486,2482.949,809.502,3317.937,38,41,40,Driving
9.892,9.876,0.135,0.053,0.034,0.031,0.002,18,8,16,11,41,29,9,0.39,1.69,0.29,5.332,147.272,31.967,184.571,16.587,1252.06,189.987,1458.634,38,39,36,Driving
9.891,9.865,0.2,0.065,0.035,0.027,0.002,19,3,17,1,32,32,13,0.62,0.57,0.11,8,214.539,63.097,285.636,30.377,1893.503,446.163,2370.043,39,44,42,Driving
9.867,9.843,0.146,0.046,0.024,0.016,0.001,18,12,16,1,2,22,7,0.379,1.65,0.349,5.99,181.368,31.424,218.782,19.552,1588.237,204.095,1811.884,42,48,40,Driving
9.844,9.856,0.043,0.011,0.012,0.013,0.001,13,8,14,37,64,21,3,2.44,3.21,0.96,1.986,62.573,24.97,89.529,3.571,424.807,146.474,574.852,44,40,39,Driving
9.862,9.866,0.086,0.032,0.029,0.022,0.002,19,9,15,11,13,31,13,0.64,0.91,0.27,3.746,106.866,50.464,161.076,10.696,863.619,340.662,1214.977,44,42,47,Driving
9.914,9.887,0.107,0.048,0.045,0.072,0.003,14,10,13,16,21,31,11,3.06,5.3,0.75,4.488,115.984,125.19,245.662,12.657,888.465,1046.555,1947.677,37,49,35,Driving
9.931,9.9,0.36,0.079,0.062,0.083,0.004,13,5,11,1,41,35,9,1.2,1.66,0.349,13.728,362.467,224.684,600.879,62.155,3713.255,2196.18,5971.59,37,41,35,Driving
9.893,9.86,0.385,0.127,0.071,0.016,0.004,15,10,14,1,51,32,13,0.31,1.66,0.1,13.992,366.971,67.107,448.07,67.096,3882.147,530.923,4480.166,36,40,46,Driving
9.857,9.883,0.108,0.033,0.019,0.008,0.002,19,13,14,2,60,33,7,0.68,0.241,0.063,4.021,107.977,18.889,130.887,11.177,827.237,98.696,937.11,41,39,42,Driving
9.847,9.852,0.07,0.014,0.009,0.008,0.001,16,13,20,35,62,35,1,1.92,2.27,0.5,2.814,64.063,22.006,88.883,6.996,456.715,128.564,592.275,36,43,40,Driving
9.863,9.84,0.097,0.019,0.026,0.05,0.002,12,8,14,2,58,35,1,0.379,1.03,0.2,4.434,125.112,101.472,231.018,13.148,1038.789,757.891,1809.828,50,43,41,Driving
9.894,9.897,0.145,0.028,0.037,0.072,0.003,9,8,8,5,30,35,5,0.379,3.42,0.17,6.14,188.207,161.781,356.128,18.991,1570.153,1318.575,2907.719,47,39,49,Driving
9.909,9.902,0.153,0.039,0.041,0.129,0.004,11,8,10,7,9,35,7,2.19,4.07,0.7,7.064,241.308,344.018,592.39,25.688,2185.2,3553.576,5764.464,43,42,44,Driving
9.898,9.891,0.158,0.043,0.041,0.123,0.004,12,5,11,8,6,35,11,2.78,6.8,0.74,7.434,303.996,280.481,591.911,25.89,2838.166,2653.957,5518.013,41,37,43,Driving
9.87,9.875,0.157,0.032,0.024,0.036,0.002,23,9,18,12,13,39,15,1.65,2.4,0.5,5.959,223.833,110.825,340.617,19.081,2004.312,875.371,2898.764,41,33,41,Driving
9.862,9.87,0.136,0.04,0.024,0.003,0.002,28,16,24,21,35,37,15,1.08,1.46,0.241,4.498,115.961,17.587,138.046,14.32,920.736,87.379,1022.435,44,44,43,Driving
9.86,9.872,0.118,0.035,0.018,0.001,0.001,20,15,19,19,36,29,11,0.089,0.349,0.063,3.967,104.927,11.526,120.42,10.934,842.107,54.704,907.745,42,37,35,Driving
9.855,9.857,0.155,0.05,0.024,0.001,0.002,19,10,17,1,42,31,13,0.055,0.27,0,4.877,165.906,10.344,181.127,14.904,1408.601,42.917,1466.422,34,40,36,Driving
9.863,9.86,0.116,0.038,0.022,0.011,0.002,11,10,12,1,57,30,5,1.19,3.19,0.21,3.94,119.165,29.071,152.176,10.322,954.661,174.937,1139.92,45,38,47,Driving
9.877,9.884,0.04,0.009,0.026,0.074,0.002,7,7,9,28,64,31,1,0.31,0.341,0.251,3.205,116.19,199.738,319.133,7.945,868.464,1648.776,2525.185,45,46,31,Driving
9.902,9.945,0.09,0.018,0.028,0.067,0.002,13,8,14,27,62,33,5,2.44,5.04,0.78,4.938,215.889,148.916,369.743,14.739,1956.028,1219.701,3190.468,50,50,43,Driving
9.89,9.929,0.103,0.029,0.026,0.033,0.002,20,11,20,13,57,31,7,0.361,1.62,0.071,4.477,130.127,78.107,212.711,12.921,1036.35,612.643,1661.914,36,39,35,Driving
9.895,9.917,0.114,0.042,0.077,0.206,0.007,12,6,12,5,2,29,5,2.91,5.6,1.05,8.05,282.087,435.633,725.77,28.749,2546.13,4924.489,7499.368,47,39,41,Driving
9.899,9.918,0.114,0.021,0.131,0.356,0.006,9,4,7,4,23,27,5,1.34,2.52,0.42,15.346,524.365,875.22,1414.931,70.86,5388.508,10409.313,15868.681,29,33,26,Driving
9.871,9.861,0.045,0.022,0.118,0.196,0.003,9,6,8,36,59,19,1,1.05,0.52,0.51,9.398,140.301,264.741,414.44,32.99,1140.499,2418.869,3592.358,45,34,35,Driving
9.897,9.848,0.142,0.029,0.043,0.129,0.003,10,7,8,1,59,27,1,3.34,5.41,1.24,7.365,262.856,441.753,711.974,26.448,2426.261,4220.026,6672.735,34,40,33,Driving
10.011,9.951,0.207,0.068,0.061,0.199,0.004,10,9,9,2,37,33,1,2.91,6.28,0.85,10.368,277.8,600.885,889.053,40.763,2541.211,5939.584,8521.558,44,42,37,Driving
10.002,9.978,0.104,0.043,0.047,0.16,0.004,8,10,10,1,40,25,1,1.81,2.52,0.66,5.62,163.148,402.883,571.651,17.811,1418.133,4014.389,5450.333,46,43,35,Driving
9.902,9.93,0.076,0.021,0.028,0.067,0.003,13,8,12,33,33,25,3,1.78,2.61,0.63,3.947,129.556,169.633,303.136,10.132,1053.384,1511.4,2574.916,38,38,41,Driving
9.885,9.918,0.073,0.018,0.012,0.005,0.001,14,14,18,36,58,25,3,0.67,1.6,0.44,2.814,72.16,9.1,84.074,6.579,531.049,39.465,577.093,45,44,42,Driving
9.871,9.873,0.063,0.019,0.016,0.012,0.001,14,13,13,25,35,29,5,2.06,4.2,0.58,2.659,99.968,26.455,129.082,5.544,759.344,150.372,915.26,42,47,43,Driving
9.889,9.877,0.066,0.02,0.026,0.095,0.003,12,6,6,28,34,26,1,0.85,2.06,0.48,4.013,153.799,284.365,442.177,10.763,1311.417,2641.201,3963.381,41,42,38,Driving
9.906,9.891,0.05,0.011,0.015,0.078,0.002,10,7,12,26,64,28,1,2.56,5.02,0.79,3.05,108.069,229.179,340.298,7.424,821.437,2078.893,2907.754,45,44,38,Driving
9.881,9.889,0.059,0.011,0.006,0.002,0,14,9,15,21,63,29,3,0.98,1.67,0.29,2.017,82.357,7.823,92.197,4.184,616.369,29.618,650.171,34,37,46,Driving
9.887,9.886,0.055,0.009,0.005,0.001,0,22,10,16,20,63,29,3,0.57,1.61,0.379,1.817,71.832,6.436,80.085,2.87,531.633,22.096,556.599,46,41,42,Driving
9.883,9.892,0.062,0.011,0.007,0.002,0,21,13,13,9,64,17,1,0.279,0.88,0.219,2.028,67.676,11.154,80.858,3.412,491.924,50.693,546.029,29,41,45,Driving
9.864,9.86,0.082,0.014,0.013,0.017,0.001,23,12,14,7,57,27,5,0.032,0.6,0.152,3.458,108.695,54.258,166.411,8.894,822.147,347.828,1178.869,45,38,39,Driving
9.872,9.858,0.072,0.016,0.013,0.04,0.002,14,4,9,7,60,31,7,1.02,2.81,0.279,3.037,130.422,111.675,245.134,7.069,1083.41,835.694,1926.173,39,37,42,Driving
9.9,9.901,0.059,0.011,0.025,0.096,0.003,7,5,9,5,61,23,3,0.44,1.14,0.11,4.214,92.47,153.303,249.987,11.437,718.943,1336.439,2066.819,35,45,44,Driving
9.915,9.915,0.062,0.008,0.031,0.106,0.004,10,5,13,4,64,21,1,2.65,6.49,0.85,4.484,133.131,172.834,310.449,11.378,1257.687,1583.404,2852.469,30,36,42,Driving
9.882,9.882,0.065,0.022,0.024,0.088,0.004,10,5,15,12,63,25,1,1.48,0.74,0.5,3.146,107.739,294.717,405.602,7.046,808.009,2842.431,3657.486,43,37,39,Driving
9.874,9.872,0.039,0.01,0.016,0.062,0.002,16,9,16,49,63,17,1,0.74,2.93,0.23,2.524,71.011,121.403,194.938,4.633,502.777,996.603,1504.013,42,43,40,Driving
9.873,9.888,0.04,0.013,0.014,0.045,0.002,13,6,11,49,63,15,1,0.37,0.148,0.179,2.226,71.666,87.483,161.375,3.711,544.328,663.544,1211.583,41,37,38,Driving
9.867,9.884,0.041,0.015,0.019,0.056,0.002,12,4,11,41,63,17,1,0.74,1.43,0.39,2.321,66.619,119.507,188.447,4.246,437.449,898.331,1340.026,43,40,30,Driving
9.872,9.869,0.036,0.01,0.02,0.067,0.002,13,6,9,35,64,19,1,0.351,0.27,0,2.315,59.75,117.649,179.714,4.329,389.896,899.347,1293.572,35,39,42,Driving
9.881,9.869,0.032,0.008,0.018,0.062,0.002,14,9,7,36,64,22,1,1.22,2.06,0.39,2.316,94.804,120.783,217.903,4.695,742.552,946.628,1693.875,41,40,40,Driving
9.911,9.913,0.041,0.015,0.033,0.101,0.002,13,11,11,32,34,27,5,1.04,1.93,0.39,3.123,133.015,337.679,473.817,7.465,1099.291,3514.965,4621.721,34,44,37,Driving
9.94,9.968,0.111,0.028,0.047,0.154,0.006,18,9,16,17,30,34,15,2.15,1.13,0.72,7.703,201.362,443.891,652.956,27.783,1718.246,4356.647,6102.676,46,40,30,Driving
9.912,9.921,0.107,0.029,0.047,0.136,0.007,16,8,14,7,21,26,6,0.071,1.08,0.071,8.524,238.224,300.079,546.827,31.135,2137.458,2683.63,4852.223,52,41,43,Driving
9.88,9.872,0.034,0.011,0.035,0.139,0.004,11,11,9,1,63,16,1,1.1,2.27,0.56,4.242,170.34,540.61,715.192,10.719,1421.227,5447.375,6879.321,32,47,42,Driving
9.829,9.786,0.204,0.101,1.482,0.839,0.098,9,7,6,2,3,27,11,34.88,33.35,7.27,110.778,4272.765,2994.392,7377.935,924.615,57323.868,38947.966,97196.449,37,38,42,Driving
9.942,9.937,0.077,0.06,0.017,0.048,0.031,7,3,15,10,26,9,3,0.73,3.09,4.87,1.796,45.903,106.379,154.078,4.02,289.89,800.386,1094.296,32,40,41,Driving
9.953,9.954,0.165,0.142,0.019,0.011,0.011,11,4,16,12,11,13,7,0.75,3.41,0.56,2.308,61.189,44.494,107.991,4.912,429.282,283.103,717.297,40,40,45,Driving
9.857,9.867,0.271,0.239,0.044,0.034,0.019,9,8,17,5,6,11,13,0.43,3.43,0.1,3.877,99.69,85.646,189.213,11.196,763.714,676.428,1451.338,32,42,35,Driving
9.773,9.78,0.493,0.456,0.141,0.1,0.033,9,7,10,5,5,11,17,3.93,1.51,0.81,10.637,374.257,151.358,536.252,53.814,3657.46,1191.884,4903.158,32,32,31,Driving
9.873,9.857,1.057,0.95,0.729,0.272,0.059,9,2,10,8,8,21,20,8.54,6.44,0.39,51.644,1109.803,485.986,1647.433,400.084,12214.184,4869.038,17483.306,34,40,36,Driving
10.341,10.091,5.903,1.915,3.879,0.45,0.12,10,5,14,1,2,29,25,20.31,12.11,0.56,539.468,15281.411,1507.457,17328.336,5233.351,254975.096,19779.536,279987.983,37,34,45,Driving
10.328,10.101,6.36,2.115,3.541,0.428,0.126,12,8,13,1,2,29,23,11,1.75,0.86,526.361,19113.119,1587.646,21227.126,5017.968,323003.155,20074.755,348095.878,38,36,45,Driving
10.018,10.042,1.364,0.976,0.387,0.226,0.05,11,8,9,3,2,21,17,5.04,3.14,0.52,34.783,1140.62,297.634,1473.037,220.213,12611.429,3089.806,15921.448,45,37,39,Driving
9.951,9.928,0.39,0.311,0.236,0.238,0.015,14,6,10,6,14,25,11,0.95,11.78,1.86,19.289,455.861,620.74,1095.89,100.667,4533.807,6248.536,10883.01,32,36,36,Driving
9.866,9.869,0.701,0.473,0.333,0.361,0.026,13,8,13,1,1,28,15,3.4,10.29,0.71,30.84,1007.258,970.339,2008.437,208.297,11141.702,10573.681,21923.68,50,48,38,Driving
10.038,10.003,1.322,0.561,0.64,0.881,0.017,10,13,11,2,6,35,17,4.59,12.83,0.61,64.247,2997.593,3473.403,6535.243,467.336,38421.924,48572.421,87461.681,40,42,34,Driving
10.09,9.979,1.263,0.52,0.725,0.822,0.015,11,13,13,2,4,34,19,6.05,13.58,0.33,68.791,2506.068,2046.42,4621.279,472.522,31359.354,26424.013,58255.889,47,39,37,Driving
9.911,9.876,0.657,0.33,0.354,0.18,0.014,12,17,17,3,9,25,19,1.34,0.93,0.045,30.709,1111.287,704.205,1846.201,175.356,12182.086,7251.181,19608.623,42,40,41,Driving
9.839,9.871,0.415,0.216,0.146,0.033,0.009,13,18,15,11,16,25,19,1.56,1.91,0.49,14.229,371.947,260.461,646.637,74.506,3511.572,2453.172,6039.25,46,40,41,Driving
9.864,9.869,0.353,0.168,0.131,0.04,0.005,14,16,16,11,18,25,15,1.55,0.78,0.56,13.613,473.481,264.478,751.572,76.714,4595.958,2509.997,7182.669,34,43,45,Driving
9.846,9.799,0.257,0.131,0.104,0.033,0.003,13,16,14,4,19,25,11,1.87,1.42,0.341,9.954,181.488,207.531,398.973,46.087,1525.335,1880.381,3451.803,38,38,49,Driving
9.848,9.795,0.606,0.436,0.205,0.142,0.012,12,16,13,2,2,25,11,4.38,5.16,0.63,17.853,658.112,582.624,1258.589,91.653,7049.064,6085.754,13226.471,42,39,39,Driving
9.973,9.949,1.195,0.776,0.397,0.198,0.025,15,19,14,6,4,28,25,3.27,4.56,0.82,38.725,1147.675,690.509,1876.909,249.561,12870.149,7231.511,20351.221,44,43,39,Driving
