Mean,MeanFiltered,Variance,VarianceFiltered,xVariance,yVariance,zVariance,xZeroCrossings,yZeroCrossings,zZeroCrossings,Peaks,PeaksFiltered,ResultantZeroCrossings,ResultantFilteredZeroCrossings,xDCComponent,yDCComponent,zDCComponent,xSpectralEnergy,ySpectralEnergy,zSpectralEnergy,TotalSpectralEnergy,xEntropy,yEntropy,zEntropy,TotalEntropy,xFFTZeroCrossings,yFFTZeroCrossings,zFFTZeroCrossings,Activity
9.859,9.857,0.109,0.078,0.042,0.024,0.015,8,10,17,14,29,9,1,0.53,3.15,0.78,3.119,67.138,60.578,130.835,12.656,476.156,446.011,934.823,21,29,35,Driving
9.807,9.795,0.151,0.075,0.038,0.025,0.022,10,10,23,3,25,25,7,1.32,1.02,1.16,3.224,116.157,90.918,210.299,8.501,901.812,684.163,1594.476,37,35,44,Driving
9.843,9.827,0.22,0.128,0.021,0.046,0.033,13,13,19,4,24,34,13,0.341,1.7,0.361,2.246,75.644,152.864,230.754,3.902,551.932,1260.155,1815.989,29,43,42,Driving
9.901,9.89,0.37,0.266,0.018,0.056,0.069,15,15,17,2,2,17,13,1.37,1.57,0.83,1.654,40.408,216.076,258.138,3.274,257.54,1791.018,2051.832,46,41,34,Driving
9.878,9.867,0.397,0.301,0.021,0.057,0.072,13,14,15,2,2,14,8,0.11,0.33,0.045,1.993,41.624,289.146,332.763,4.542,256.597,2492.18,2753.319,30,40,30,Driving
9.892,9.887,0.678,0.551,0.023,0.055,0.129,14,17,18,4,4,27,13,1.74,1.88,0.341,2.348,52.301,216.172,270.821,6.11,369.962,1830.301,2206.373,38,49,37,Driving
9.892,9.892,0.72,0.576,0.022,0.056,0.142,15,17,19,5,4,29,23,1.07,1.26,0.93,2.176,100.323,114.289,216.788,4.343,752.419,840.886,1597.648,34,43,42,Driving
9.905,9.877,0.281,0.146,0.028,0.051,0.038,14,16,19,3,3,35,23,0.92,0.17,0.045,2.383,72.306,133.28,207.969,5.128,509.315,1085.93,1600.373,45,43,40,Driving
9.895,9.865,0.248,0.135,0.025,0.041,0.04,14,19,19,7,13,24,19,0.91,1.94,0.161,2.059,57.782,148.2,208.041,3.297,403.567,1207.062,1613.926,32,41,39,Driving
9.882,9.867,0.265,0.221,0.01,0.042,0.055,13,13,15,9,14,13,13,0.78,0.61,0.17,0.854,38.723,100.62,140.197,0.802,233.895,739.578,974.275,36,40,38,Driving
9.842,9.846,0.376,0.311,0.01,0.03,0.08,15,13,15,11,17,19,21,0.071,0.87,2.01,0.978,18.19,93.914,113.082,1.437,93.401,688.052,782.89,30,45,38,Driving
9.901,9.906,0.362,0.298,0.015,0.048,0.098,18,17,18,13,18,22,24,0.98,1.3,0.6,1.423,78.083,137.097,216.603,2.646,548.94,1056.366,1607.952,35,42,34,Driving
9.954,9.941,0.186,0.139,0.022,0.07,0.059,15,18,18,10,10,17,21,0.4,1.31,1.32,2.09,26.562,223.098,251.75,6.484,148.542,1896.778,2051.804,32,46,34,Driving
9.887,9.854,0.447,0.225,0.029,0.071,0.079,14,12,23,5,5,27,27,0.6,5.22,1.03,2.991,105.473,209.751,318.215,7.589,804.219,1814.492,2626.3,33,37,41,Driving
9.871,9.817,0.487,0.222,0.023,0.094,0.073,12,7,16,5,5,39,24,0.045,0.86,0.077,2.779,108.554,253.829,365.162,6.482,844.349,2255.978,3106.809,39,43,48,Driving
9.824,9.823,0.203,0.098,0.02,0.063,0.028,11,8,18,11,5,29,17,0.57,4.25,1.38,2.786,106.462,179.112,288.36,5.875,800.909,1539.111,2345.895,45,45,44,Driving
9.893,9.839,0.302,0.124,0.043,0.028,0.04,13,10,35,10,5,39,29,0.361,0.49,0.23,5.13,137.906,189.204,332.24,14.737,1118.643,1577.449,2710.829,41,46,41,Driving
10.014,9.968,0.493,0.29,0.047,0.043,0.079,8,8,27,19,15,37,34,1.75,5.7,2.88,4.842,133.977,190.159,328.978,15.286,1046.358,1594.438,2656.082,40,45,44,Driving
9.987,10.019,0.337,0.197,0.025,0.116,0.059,7,5,20,11,11,35,21,1.22,1.81,0.179,2.896,74.03,370.418,447.344,7.169,502.439,3402.4,3912.008,43,36,40,Driving
9.908,9.876,0.091,0.042,0.032,0.121,0.021,8,4,12,28,49,32,13,2.62,4.19,1.94,4.755,179.334,274.209,458.298,14.269,1499.461,2467.117,3980.847,41,47,33,Driving
9.91,9.824,0.123,0.037,0.042,0.066,0.018,14,10,11,3,48,30,7,2.11,0.87,0.219,6.234,166.865,211.089,384.188,19.674,1415.462,1899.008,3334.144,31,42,40,Driving
9.935,9.86,0.12,0.032,0.041,0.061,0.01,21,10,7,4,23,34,7,1.01,2.65,0.5,6.391,283.848,183.785,474.024,0,2648.054,1547.783,4195.837,32,41,43,Driving
9.89,9.866,0.065,0.034,0.022,0.074,0.011,22,6,11,21,30,21,7,1.89,0.241,0.379,3.6,141.72,262.318,407.638,9.337,1174.588,2454.865,3638.79,34,38,39,Driving
9.884,9.89,0.039,0.017,0.008,0.066,0.007,14,9,12,41,60,17,3,0.1,2.82,0.61,1.798,57.321,183.598,242.717,2.149,387.782,1578.037,1967.968,46,43,32,Driving
9.896,9.894,0.018,0.008,0.004,0.036,0.005,11,7,5,56,63,11,1,1.04,0.46,0.46,0.765,27.886,105.79,134.441,0.046,161.631,813.569,975.246,32,39,36,Driving
9.872,9.874,0.004,0.001,0,0.002,0.001,13,8,13,64,64,1,1,0.37,0.78,0.161,0.049,2.26,2.833,5.142,-0.191,5.378,7.35,12.537,0,42,45,Driving
9.862,9.866,0.004,0.002,0,0,0,19,14,13,64,64,1,1,0,0.1,0.063,0.051,1.249,1.58,2.88,-0.191,1.424,3.042,4.275,4,39,44,Driving
9.863,9.863,0.004,0.002,0,0,0,19,12,14,64,64,1,1,0.045,0.032,0.1,0.053,1.507,1.576,3.136,-0.189,2.652,2.357,4.82,4,43,39,Driving
9.851,9.857,0.006,0.002,0,0.001,0.001,15,10,16,63,64,3,1,0,0.3,0,0.049,1.735,3.816,5.6,-0.182,2.619,12.955,15.392,4,42,40,Driving
9.867,9.881,0.013,0.006,0.002,0.005,0.001,12,8,16,61,64,5,1,0.118,0.96,0.089,0.282,8.656,16.59,25.528,-0.319,35.215,88.581,123.477,18,43,47,Driving
9.892,9.933,0.093,0.035,0.011,0.046,0.011,15,6,10,3,5,9,5,0.95,1.51,0.59,1.405,74.288,101.071,176.764,1.271,544.065,784.259,1329.595,31,35,42,Driving
9.915,9.943,0.231,0.108,0.077,0.129,0.024,10,8,16,1,8,28,17,4.44,0.161,0.152,8.414,317.585,374.425,700.424,31.156,2827.208,3536.351,6394.715,38,44,42,Driving
9.923,9.857,0.318,0.127,0.094,0.103,0.03,13,10,21,2,6,41,25,0.33,0.71,0.69,11.303,415.082,405.608,831.993,48.043,3952.209,3950.179,7950.431,50,38,48,Driving
9.91,9.8,0.529,0.089,0.049,0.039,0.03,15,12,15,3,4,43,23,4.92,0.241,0.66,6.979,195.766,170.057,372.802,24.666,1661.631,1513.757,3200.054,35,45,47,Driving
9.864,9.829,0.517,0.126,0.037,0.025,0.036,11,11,15,2,4,33,19,0.071,1.33,0.032,5.096,207.748,181.86,394.704,15.109,1827.318,1517.513,3359.94,45,46,49,Driving
9.795,9.782,0.502,0.194,0.03,0.032,0.043,11,17,15,2,25,33,17,0.59,1.91,0.063,4.332,113.372,289.4,407.104,13.296,850.132,2736.291,3599.719,39,44,50,Driving
9.807,9.806,0.619,0.254,0.049,0.05,0.049,10,19,14,4,11,39,23,0.449,0.66,0.032,6.127,287.577,266.959,560.663,18.843,2657.592,2380.276,5056.711,43,42,42,Driving
9.864,9.86,0.421,0.266,0.039,0.039,0.051,12,20,19,5,16,36,19,0.351,0.52,0.47,4.499,138.55,174.223,317.272,12.112,1128.813,1463.898,2604.823,45,37,35,Driving
9.961,9.96,0.338,0.126,0.026,0.029,0.036,16,10,16,2,32,37,15,1.32,3.89,1.25,2.821,92.186,101.162,196.169,6.26,688.839,777.317,1472.416,31,38,40,Driving
9.962,9.955,0.208,0.053,0.02,0.058,0.022,13,3,9,1,28,28,5,0.73,0.86,0.5,2.209,78.309,239.129,319.647,4.401,576.002,2067.219,2647.622,41,44,37,Driving
9.882,9.882,0.019,0.008,0.004,0.032,0.003,12,7,14,27,64,8,1,1.89,3.92,1.27,0.609,22.542,94.261,117.412,-0.07,124.934,737.622,862.486,23,41,41,Driving
9.866,9.871,0.004,0.001,0,0.001,0.001,11,12,19,64,64,1,1,0.13,0.53,0.118,0.073,2.325,4.355,6.753,-0.233,4.903,14.618,19.288,10,45,34,Driving
9.893,9.895,0.045,0.029,0.018,0.103,0.017,10,7,11,3,2,11,3,0.67,0.2,0.59,1.616,58.721,251.288,311.625,2.882,393.317,2299.618,2695.817,29,41,44,Driving
9.925,9.915,0.084,0.038,0.025,0.119,0.02,6,5,10,12,25,31,7,0.84,0.75,0.31,2.75,86.185,291.239,380.174,7.029,653.465,2660.867,3321.361,31,41,44,Driving
9.888,9.873,0.073,0.032,0.018,0.046,0.006,13,7,15,34,44,37,9,0.89,1.49,0.79,4.8,175.883,180.301,360.984,15.106,1512.727,1547.451,3075.284,39,42,44,Driving
9.868,9.84,0.078,0.03,0.036,0.044,0.009,18,13,8,7,55,27,3,0.54,1.02,0.42,7.953,221.985,189.052,418.99,30.653,2010.739,1591.595,3632.987,40,40,46,Driving
9.87,9.856,0.09,0.044,0.045,0.052,0.014,17,13,8,5,1,25,5,0.351,0.77,0.53,6.74,186.267,187.773,380.78,23.712,1678.582,1552.203,3254.497,43,42,40,Driving
9.939,9.919,0.212,0.102,0.071,0.135,0.036,10,6,9,2,7,25,9,5.39,3.77,0.49,9.85,317.329,392.176,719.355,37.657,2975.672,3730.612,6743.941,44,38,40,Driving
10.06,10.046,0.322,0.145,0.149,0.141,0.05,5,7,13,6,11,33,12,0.91,0.27,0.58,14.744,643.128,493.733,1151.605,70.541,6702.968,4785.453,11558.962,40,41,46,Driving
10.019,10.013,0.565,0.304,0.12,0.115,0.066,9,8,20,3,2,41,19,7.31,4.1,1.97,10.741,446.588,435.876,893.205,46.057,4417.79,4153.407,8617.254,38,45,40,Driving
9.96,9.909,0.693,0.357,0.323,0.159,0.084,10,12,22,5,3,42,32,0.85,1.45,0,24.633,697.791,477.502,1199.926,153.009,7548.996,4678.44,12380.445,43,40,40,Driving
9.993,9.874,0.887,0.305,0.321,0.149,0.084,7,16,22,2,2,45,33,4.57,0,0.65,25.69,876.823,278.636,1181.149,144.542,9781.592,2636.138,12562.272,47,44,41,Driving
10.027,9.914,1.118,0.369,0.098,0.148,0.1,10,9,9,1,7,42,26,0.67,1.08,0.49,9.768,257.048,273.43,540.246,39.529,2270.904,2417.063,4727.496,39,46,40,Driving
9.963,9.903,0.782,0.427,0.067,0.107,0.095,13,8,13,1,1,40,21,1.33,0.319,0.5,6.187,299.571,332.507,638.265,19.213,2956.408,2987.174,5962.795,37,45,41,Driving
9.867,9.85,0.608,0.265,0.146,0.092,0.071,10,5,15,1,6,36,16,6.3,6.26,1.39,13.576,481.617,298.88,794.073,61.23,4871.087,2733.937,7666.254,42,44,39,Driving
9.914,9.926,0.473,0.16,0.31,0.1,0.046,5,5,11,1,3,32,12,1.38,2.04,2.23,24.061,921.723,555.411,1501.195,142.352,9880.857,5686.571,15709.78,47,36,45,Driving
9.9,9.877,0.235,0.111,0.188,0.075,0.025,5,7,13,1,6,34,13,9.44,2.93,0.48,15.388,410.734,286.423,712.545,82.924,3959.652,2644.087,6686.663,39,44,41,Driving
9.86,9.868,0.185,0.111,0.073,0.064,0.03,9,8,13,18,11,36,17,1.13,0.82,0.241,6.85,268.974,255.198,531.022,26.503,2376.293,2307.899,4710.695,35,40,42,Driving
9.901,9.89,0.3,0.112,0.042,0.062,0.029,15,6,10,5,9,31,17,1.81,1.79,0.8,4.938,218.231,293.993,517.162,14.333,1918.021,2603.822,4536.176,31,38,49,Driving
9.947,9.915,0.439,0.211,0.039,0.078,0.043,16,12,13,3,18,26,15,2.87,3.33,0.37,4.454,180.309,274.863,459.626,15.158,1486.214,2510.212,4011.584,28,39,41,Driving
9.996,9.99,0.319,0.201,0.03,0.086,0.036,15,15,14,1,22,19,11,1.51,2.21,0.65,2.987,134.484,124.768,262.239,10.216,1077.46,980.2,2067.876,41,42,38,Driving
10.004,10.018,0.241,0.191,0.035,0.053,0.031,13,15,15,23,25,12,9,1.72,3.21,1.5,2.91,78.097,144.431,225.438,10.648,573.253,1183.16,1767.061,27,40,32,Driving
10.046,10.05,0.204,0.169,0.025,0.04,0.025,11,9,15,24,31,11,5,1.86,1.72,1.33,2.082,51.063,88.873,142.018,5.454,336.479,721.777,1063.71,33,37,36,Driving
10.064,10.057,0.117,0.096,0.023,0.023,0.013,8,6,16,16,18,5,1,0.1,0.2,0.152,1.866,70.374,61.448,133.688,4.419,493.535,408.173,906.127,27,42,39,Driving
10.409,10.1,5.649,2.365,3.234,0.906,0.901,10,13,14,2,1,25,15,18.73,1.53,2.91,317.948,10501.181,3891.165,14710.294,2864.828,152149.738,50897.155,205911.721,26,43,46,Driving
10.732,10.414,8.581,5.168,8.975,1.371,1.338,11,11,11,2,2,31,26,4.21,3.85,8.22,696.144,23211.208,5067.341,28974.693,7226.52,369493.654,66343.235,443063.409,33,45,35,Driving
12.195,11.795,21.375,15.662,17.494,4.629,3.351,10,6,14,2,2,27,29,18.39,19.61,4.2,1696.509,32327.656,9677.6,43701.765,20521.23,527584.931,138992.022,687098.183,32,45,39,Driving
11.943,11.511,22.981,17.615,14.399,5.16,3.534,9,5,11,2,2,27,29,6.58,9.22,0.249,1428.211,39493.702,11113.01,52034.923,16449.092,654418.766,158186.482,829054.34,40,41,35,Driving
11.617,11.323,28.49,23.837,4.991,3.218,4.235,10,6,6,3,2,31,31,18.36,5.03,12.41,583.441,15482.717,10610.012,26676.17,6047.67,231923.92,154911.119,392882.709,29,38,35,Driving
11.229,10.929,29.145,23.603,5.41,3.427,4.534,9,8,7,3,2,35,31,39.78,30.23,6.13,645.413,19917.041,8859.984,29422.438,6742.236,304088.227,122396.923,433227.386,39,41,45,Driving
9.634,9.316,10.668,8.284,3.483,2.578,2.027,6,10,10,2,1,28,27,18.61,40.82,24.26,392.177,15225.626,11490.494,27108.297,4091.23,226857.241,166567.554,397516.025,41,45,40,Driving
9.912,9.611,11.282,9.267,3.368,2.021,1.678,7,5,10,1,5,28,25,58.09,19.41,0.93,328.129,11826.164,9471.048,21625.341,3210.322,178933.63,133497.735,315641.687,43,34,35,Driving
10.693,10.487,14.954,8.817,8.341,2.411,1.502,9,4,9,1,2,33,27,5.28,50.6,10.46,800.646,27078.874,5433.963,33313.483,8760.35,429731.623,74099.64,512591.613,33,35,39,Driving
11.094,10.863,15.443,8.842,6.961,4.366,1.918,12,6,8,1,6,33,31,33.3,12.08,1.05,719.502,24623.242,16580.395,41923.139,7583.236,395824.679,258430.704,661838.619,36,29,34,Driving
10.801,10.741,9.632,8.869,3.917,6.114,1.352,11,6,9,3,1,26,28,2.87,1.46,1.6,316.795,10505.057,22392.527,33214.379,3017.131,155643.284,346076.943,504737.358,41,28,33,Driving
10.516,10.437,6.668,5.897,3.249,4.592,0.633,7,8,12,2,2,23,27,3.3,23.18,5.96,271.851,8500.163,12097.545,20869.559,2668.258,123793.98,180549.033,307011.271,49,38,36,Driving
10.188,10.112,5.022,3.931,1.298,0.657,0.711,8,11,13,2,2,27,24,11.95,13.71,0,137.503,5119.114,2372.48,7629.097,1071.676,69930.244,28668.451,99670.371,49,38,42,Driving
10.035,10.068,3.698,2.67,0.635,0.105,0.526,10,16,17,2,2,29,27,8.05,2.48,0.319,78.424,2050.134,612.667,2741.225,525.396,27535.083,6411.508,34471.987,42,43,44,Driving
9.919,9.994,0.795,0.233,0.091,0.055,0.051,10,11,16,3,14,31,21,2.3,1.84,0.59,8.48,272.988,230.8,512.268,32.636,2460.029,2017.523,4510.188,41,46,43,Driving
10.081,10.152,0.455,0.137,0.044,0.035,0.031,15,8,15,4,3,24,11,1.89,4.61,0.17,5.836,148.022,157.104,310.962,18.874,1272.113,1323.233,2614.22,46,40,41,Driving
10.173,10.155,0.359,0.197,0.024,0.073,0.047,12,12,15,1,4,21,9,0.74,0.68,0.53,5.112,224.853,204.584,434.549,14.46,2240.668,1858.647,4113.775,34,43,36,Driving
10.01,9.975,0.989,0.573,0.223,0.374,0.14,3,9,15,1,23,33,13,12.54,2.61,0.61,22.457,489.501,608.533,1120.491,120.928,4783.585,6224.571,11129.084,39,41,43,Driving
9.912,9.897,0.768,0.468,0.331,0.384,0.114,7,6,19,2,14,34,14,6.39,7.53,0.17,27.561,1071.342,1238.288,2337.191,162.359,11735.262,13798.89,25696.511,43,37,42,Driving
9.938,9.947,0.126,0.049,0.091,0.122,0.012,8,8,17,19,47,33,5,3.17,4.25,1.04,9.476,290.432,396.11,696.018,40.74,2753.64,3653.289,6447.669,46,43,38,Driving
9.992,10.016,0.212,0.119,0.145,0.191,0.017,4,7,19,1,17,37,9,0.95,5.32,0.63,13.533,412.828,454.324,880.685,70.096,3925.19,4231.799,8227.085,51,41,39,Driving
10.024,10.005,0.16,0.108,0.145,0.21,0.014,7,2,21,1,14,25,3,3.9,4.34,0.279,14.457,436.128,315.77,766.355,69.402,4211.851,2931.92,7213.173,40,40,42,Driving
10.415,9.747,5.234,0.704,4.041,3.359,0.192,15,5,17,1,1,28,19,18.65,9.57,5.65,567.639,18518.954,17114.119,36200.712,5575.122,286757.802,272790.968,565123.892,33,39,40,Driving
10.871,9.699,7.581,1.433,7.021,11.114,0.606,13,9,9,1,3,41,38,6.29,5.89,2.59,1002.959,33858.496,34888.602,69750.057,10897.741,554000.056,576272.065,1141169.862,43,41,46,Driving
10.64,9.899,5.272,1.742,6.035,10.024,0.603,8,7,11,1,1,39,30,23.43,13,6.31,702.707,23691.785,24495.52,48890.012,7111.007,362084.603,379740.844,748936.454,46,40,46,Driving
10.181,9.962,2.871,0.963,2.088,2.033,0.246,6,10,13,1,1,24,18,12.78,16.15,2.46,272.291,9164.186,7679.776,17116.253,2336.212,135122.337,114705.79,252164.339,25,38,40,Driving
9.967,9.99,0.37,0.22,0.222,0.143,0.044,6,9,10,2,11,13,5,7.98,3.54,0.84,15.388,214.231,185.567,415.186,92.595,1787.6,1584.888,3465.083,30,41,41,Driving
10.029,10.028,0.759,0.419,0.267,0.388,0.093,6,8,12,2,12,29,11,4.59,1.65,0.57,28.198,1042.801,1184.571,2255.57,167.773,11657.37,13023.473,24848.616,42,34,29,Driving
10.023,10.009,0.718,0.433,0.224,0.374,0.11,6,10,13,2,11,25,13,4.18,5.08,0.251,25.617,982.212,1088.236,2096.065,144.936,11583.479,12182.917,23911.332,48,46,33,Driving
9.878,9.896,0.416,0.291,0.198,0.091,0.077,9,13,15,9,9,13,5,4.64,4.34,2.47,14.246,463.017,269.557,746.82,69.077,4439.236,2665.989,7174.302,37,41,42,Driving
10.132,10.063,3.661,2.896,0.399,0.459,0.459,10,12,10,3,2,34,26,6.75,4.79,6.05,42.649,1260.773,1712.829,3016.251,272.079,15435.677,22480.26,38188.016,43,40,36,Driving
9.934,9.952,1.408,1.187,0.45,0.444,0.267,8,11,10,1,1,26,21,4.9,4.56,6.62,37.184,1477.883,1235.087,2750.154,253.284,16885.746,13781.358,30920.388,44,38,38,Driving
9.971,9.997,1.119,0.801,0.395,0.185,0.114,7,9,16,10,13,32,24,8.22,2.93,0.249,38.412,1304.801,546.246,1889.459,243.325,14827.243,5568.734,20639.302,46,41,45,Driving
9.907,9.944,1.651,0.886,0.312,0.03,0.117,8,10,20,3,8,45,31,8.25,8.03,3.11,29.227,849.074,257.404,1135.705,172.099,9003.908,2381.156,11557.163,42,44,41,Driving
9.874,9.91,1.762,0.913,0.294,0.177,0.135,5,11,22,4,7,44,35,0.97,9.95,2.2,25.284,469.096,415.684,910.064,170.539,4484.283,4068.156,8722.978,42,42,36,Driving
9.645,9.481,2.85,2.363,0.4,0.482,0.432,8,9,17,1,3,42,33,0.17,1.15,1.3,31.78,970.197,1912.913,2914.89,201.738,10367.819,22863.342,33432.899,38,48,39,Driving
9.869,9.708,5.976,5.306,0.238,0.334,0.829,12,8,12,2,2,41,25,9.52,5.79,2.57,24.678,971.256,1141.113,2137.047,126.636,10515.938,12518.796,23161.37,48,41,42,Driving
10.169,9.949,4.668,1.862,0.579,0.358,0.306,10,9,12,2,1,30,24,1.73,4.35,0.41,57.662,1719.624,1250.878,3028.164,372.863,21753.057,14565.821,36691.741,37,42,40,Driving
9.981,9.925,1.162,0.254,0.549,0.447,0.066,8,7,12,1,1,16,10,5.08,3.3,4.99,50.579,1682.616,1483.141,3216.336,307.13,22507.151,17738.693,40552.974,39,45,37,Driving
10.072,10.058,0.4,0.218,0.317,0.339,0.026,11,7,21,1,5,33,23,4.96,0.46,0.29,35.998,1383.41,1101.067,2520.475,209.034,15798.079,12483.103,28490.216,39,43,42,Driving
10.173,10.132,0.614,0.245,0.259,0.257,0.033,9,7,23,2,5,44,20,2.71,4.95,2.12,35.313,812.519,1025.815,1873.647,198.343,8793.885,11434.997,20427.225,33,44,41,Driving
10.077,10.054,0.526,0.136,0.198,0.209,0.025,11,6,20,1,12,40,11,3.13,4.85,0.66,19.688,599.373,651.665,1270.726,98.108,6394.402,6875.206,13367.716,49,41,42,Driving
9.986,10.036,1.5,0.62,0.185,0.148,0.109,13,11,19,3,3,41,22,0.84,1.9,1.14,16.789,333.958,361.159,711.906,85.356,3167.219,3362.554,6615.129,39,40,44,Driving
9.994,9.999,2.033,0.832,0.051,0.036,0.129,12,15,13,3,2,46,27,3.11,2.06,0.045,6.005,204.214,247.26,457.479,19.221,1751.991,2212.59,3983.802,41,42,47,Driving
10.017,9.993,1.185,0.524,0.092,0.135,0.074,9,14,13,4,13,47,21,1.81,11.11,1.35,14.483,480.854,544.873,1040.21,66.936,4892.177,5810.61,10769.723,37,33,44,Driving
10.021,9.962,0.629,0.269,0.388,0.375,0.037,5,9,14,3,9,37,13,16.38,0.82,1.22,47.654,2146.564,1336.153,3530.371,305.737,27157.412,15579.857,43043.006,32,39,38,Driving
10.135,10.137,0.599,0.241,0.673,0.234,0.039,5,12,16,1,3,33,13,3.88,12.59,1.39,63.113,2456.17,679.763,3199.046,467.502,29942.341,7238.111,37647.954,46,46,43,Driving
10.02,10.124,1.024,0.329,0.305,0.067,0.038,12,17,11,2,6,40,19,15.54,3.07,0.56,23.137,809.396,196.732,1029.265,141.737,8660.234,1671.589,10473.56,44,45,44,Driving
9.961,10.02,1.417,0.55,0.061,0.042,0.069,11,10,13,1,12,43,25,5.17,0.91,0.118,7.844,214.637,159.834,382.315,27.691,1986.615,1322.924,3337.23,45,47,44,Driving
10.033,10.034,2.366,1.205,0.06,0.048,0.162,11,9,20,3,2,39,29,3.71,5.49,1.93,6.821,240.79,193.492,441.103,23.623,2083.406,1639.216,3746.245,40,39,44,Driving
9.891,9.946,2.56,1.448,0.044,0.055,0.199,20,15,21,3,2,24,21,1.69,3.89,0.161,4.805,98.755,219.57,323.13,16.115,738.378,1918.104,2672.597,45,43,37,Driving
9.976,9.957,1.234,0.758,0.025,0.027,0.107,16,15,21,2,6,21,23,0.69,2.06,0.99,2.614,104.418,100.493,207.525,7.25,831.94,743.417,1582.607,42,41,39,Driving
10.113,10.084,0.363,0.239,0.024,0.016,0.042,11,10,19,7,1,19,19,0.58,2.54,0.055,2.02,82.325,38.736,123.081,5.002,618.016,250.483,873.501,36,40,37,Driving
10.089,10.076,0.374,0.26,0.026,0.023,0.046,15,12,17,12,14,15,17,0.37,1.7,0.52,2.738,105.056,82.896,190.69,8.112,794.475,605.851,1408.438,31,34,38,Driving
10.048,10.004,0.639,0.368,0.042,0.02,0.064,16,15,16,1,15,22,18,0.65,0.49,0.241,4.46,94.123,60.29,158.873,17.594,720.952,399.902,1138.448,32,37,31,Driving
10.049,9.99,0.623,0.357,0.071,0.074,0.06,12,9,15,1,13,30,18,2.27,8.4,1.42,6.336,226.775,183.48,416.591,22.572,1939.006,1544.367,3505.945,48,40,34,Driving
10.015,10.005,0.512,0.414,0.071,0.076,0.074,11,8,15,11,12,19,17,2.87,7.62,1.16,5.913,176.45,239.987,422.35,24.343,1449.253,2058.589,3532.185,31,41,39,Driving
10.078,10.078,0.614,0.45,0.082,0.02,0.09,10,9,15,2,8,17,19,1.41,0.57,0.77,5.844,173.49,74.75,254.084,27.275,1467.658,509.52,2004.453,28,36,39,Driving
10.079,10.071,0.573,0.374,0.073,0.021,0.074,12,12,16,3,6,21,17,2.41,0.61,0.071,5.512,235.178,86.444,327.134,23.221,2023.666,638.297,2685.184,43,39,38,Driving
10.006,10.001,0.791,0.598,0.07,0.013,0.104,13,15,15,2,2,19,15,2.54,0.141,1.16,5.56,215.65,36.279,257.489,22.989,1875.873,214.491,2113.353,35,39,40,Driving
10.141,10.131,2.193,1.625,0.096,0.033,0.256,11,14,15,1,2,23,23,4.89,0.41,1.15,9.575,389.576,118.899,518.05,38.038,3750.105,921.338,4709.481,42,36,39,Driving
10.151,10.131,2.169,1.356,0.131,0.147,0.211,10,9,13,1,2,33,27,4.91,0.94,0.59,15.516,504.926,484.764,1005.206,69.531,5118.594,4882.789,10070.914,37,37,39,Driving
9.948,9.947,0.727,0.394,0.14,0.126,0.063,10,10,12,2,8,21,10,11.86,1.42,4.82,13.991,308.967,315.271,638.229,62.242,2930.849,2878.305,5871.396,37,46,44,Driving
10.037,10.027,0.691,0.588,0.276,0.116,0.11,11,11,13,10,10,21,13,0.53,8.47,0.53,23.812,1144.01,342.693,1510.515,145.942,12992.505,3114.204,16252.651,41,37,35,Driving
10.085,10.065,0.714,0.594,0.217,0.11,0.103,13,9,14,11,9,21,17,5.44,8.92,4.57,19.079,716.358,369.267,1104.704,108.998,7516.668,3575.881,11201.547,41,33,38,Driving
9.948,9.919,0.789,0.594,0.061,0.013,0.09,13,14,17,2,14,19,17,1.26,2.3,0.43,5.413,207.015,61.951,274.379,21.142,1812.219,404.745,2238.106,39,42,43,Driving
9.905,9.894,1.466,0.944,0.072,0.033,0.154,16,14,20,2,13,25,27,0.98,2.06,0,6.715,296.309,144.594,447.618,27.102,2633.342,1132.796,3793.24,37,38,32,Driving
10.072,10.032,1.908,0.93,0.313,0.311,0.161,20,5,16,1,2,29,24,5.24,15.29,2.13,38.142,1521.361,1290.197,2849.7,212.881,18726.195,15206.126,34145.202,43,40,38,Driving
10.121,10.116,1.682,0.644,0.346,0.468,0.13,15,8,14,1,2,33,21,2.07,10.39,0.88,40.164,1498.721,1746.485,3285.37,227.635,18359.491,20656.774,39243.9,37,37,34,Driving
9.934,10.006,1.098,0.56,0.098,0.172,0.099,11,11,12,7,6,24,18,4.3,3.34,0.351,7.352,221.889,586.616,815.857,30.684,1893.868,6113.279,8037.831,43,35,41,Driving
9.992,9.982,0.855,0.606,0.166,0.227,0.113,8,5,12,1,3,25,15,7.44,0.54,0.161,13.337,378.247,572.598,964.182,72.716,3718.762,6115.162,9906.64,38,40,42,Driving
9.922,9.931,1.125,0.76,0.194,0.249,0.145,6,9,15,2,3,27,17,6.19,6.86,2.44,15.988,403.346,650.592,1069.926,90.92,3926.248,6945.591,10962.759,42,41,29,Driving
9.953,9.982,1.158,0.88,0.117,0.088,0.147,11,11,17,4,4,23,25,1.24,3.4,0.89,10.031,449.224,307.841,767.096,45.339,4379.513,2904.163,7329.015,37,33,37,Driving
10.06,9.876,1.88,0.618,0.117,0.113,0.109,10,9,17,1,2,36,28,3.58,4.48,0.077,12.89,453.398,611.016,1077.304,56.842,4527.887,5994.319,10579.048,35,40,39,Driving
