Mean,MeanFiltered,Variance,VarianceFiltered,xVariance,yVariance,zVariance,xZeroCrossings,yZeroCrossings,zZeroCrossings,Peaks,PeaksFiltered,ResultantZeroCrossings,ResultantFilteredZeroCrossings,xDCComponent,yDCComponent,zDCComponent,xSpectralEnergy,ySpectralEnergy,zSpectralEnergy,TotalSpectralEnergy,xEntropy,yEntropy,zEntropy,TotalEntropy,xFFTZeroCrossings,yFFTZeroCrossings,zFFTZeroCrossings,Activity
9.881,9.872,0.217,0.12,0.053,0.075,0,10,16,0,8,16,24,15,0.83,4.44,0,5.642,172.537,339.258,517.437,19.247,1464.376,3339.413,4823.036,36,41,39,Driving
9.944,9.942,1.027,0.761,0.241,0.362,0,10,9,0,2,7,21,13,4.95,0.57,0,25.125,1046.47,886.312,1957.907,137.687,11460.866,0,11598.553,49,36,30,Driving
10.002,9.988,1.436,1.104,0.328,0.414,0,12,8,0,2,8,24,24,4.48,2.25,0,32.245,862.548,1168.331,2063.124,194.315,9284.17,12814.513,22292.998,44,42,41,Driving
9.989,9.971,0.568,0.438,0.18,0.16,0,17,12,0,7,12,15,18,0.81,7.65,0,15.22,513.58,620.924,1149.724,77.582,5037.556,6536.331,11651.469,42,45,37,Driving
9.949,9.94,0.18,0.133,0.088,0.081,0,16,10,0,8,25,7,13,0.251,0.42,0,7.676,292.883,252.337,552.896,31.653,2772.119,2521.631,5325.403,36,37,33,Driving
9.916,9.917,0.202,0.151,0.157,0.073,0,10,10,0,9,21,8,11,8.36,3.55,0,11.976,335.181,169.168,516.325,60.246,3058.074,0,3118.32,39,31,34,Driving
9.898,9.895,0.388,0.328,0.288,0.111,0,7,8,0,5,13,13,11,0.3,1.84,0,20.752,596.955,307.21,924.917,132.722,5859.2,0,5991.922,47,35,35,Driving
9.912,9.916,0.357,0.332,0.167,0.042,0,11,8,0,5,5,10,10,6.46,6.41,0,12.181,469.76,118.153,600.094,63.305,4676.998,984.048,5724.351,36,29,37,Driving
9.866,9.856,0.105,0.087,0.052,0.03,0,10,12,0,12,32,7,9,0.11,0.73,0,4.245,118.054,68.71,191.009,15.983,918.212,0,934.195,32,39,35,Driving
9.897,9.885,0.129,0.109,0.049,0.047,0,9,11,0,8,21,5,3,0.56,1.32,0,3.938,99.742,163.635,267.315,14.26,760.348,1304.092,2078.7,35,39,32,Driving
9.909,9.91,0.165,0.14,0.046,0.038,0,10,9,0,10,19,5,5,0.46,0.66,0,3.677,139.701,123.257,266.635,12.686,1102.875,921.567,2037.128,39,33,34,Driving
9.842,9.841,0.291,0.247,0.056,0.032,0,13,12,0,6,5,13,11,0.71,0.59,0,4.644,79.642,126.741,211.027,18.51,593.375,995.994,1607.879,43,36,35,Driving
9.867,9.872,0.318,0.266,0.066,0.042,0,14,12,0,4,4,11,9,2.68,2.67,0,5.044,218.481,102.449,325.974,17.519,1934.487,0,1952.006,31,31,34,Driving
9.914,9.902,0.365,0.284,0.118,0.04,0,12,13,0,2,8,7,7,2.77,1.3,0,8.427,176.01,88.044,272.481,38.567,1639.983,646.286,2324.836,39,35,29,Driving
9.92,9.899,0.396,0.303,0.141,0.042,0,10,13,0,2,8,9,9,2.17,3.13,0,9.896,379.815,72.341,462.052,48.387,3941.373,0,3989.76,38,37,33,Driving
9.949,9.933,0.228,0.175,0.079,0.045,0,10,8,0,9,16,11,12,0.58,3.55,0,5.577,231.942,83.198,320.717,23.391,1959.823,0,1983.214,35,37,41,Driving
9.947,9.94,0.169,0.129,0.049,0.026,0,13,9,0,8,14,7,9,3.1,2.38,0,3.643,121.811,72.522,197.976,13.72,959.244,0,972.964,35,33,34,Driving
9.875,9.867,0.168,0.14,0.046,0.016,0,13,9,0,5,8,7,7,0.95,3.79,0,3.75,193.6,32.847,230.197,12.945,1617.304,0,1630.249,32,32,33,Driving
9.856,9.851,0.167,0.136,0.051,0.012,0,9,13,0,5,9,11,9,1.02,0.99,0,3.996,112.955,24.659,141.61,13.757,857.633,140.478,1011.868,25,34,41,Driving
9.885,9.883,0.17,0.146,0.063,0.016,0,9,13,0,11,19,5,5,1.01,0.51,0,4.429,199.716,45.756,249.901,18.513,1726.171,290.449,2035.133,31,31,33,Driving
9.88,9.873,0.224,0.195,0.11,0.026,0,11,9,0,9,16,5,5,0.85,0.53,0,8.134,75.585,61.357,145.076,37.777,564.706,431,1033.483,35,42,34,Driving
9.927,9.91,0.322,0.294,0.191,0.053,0,10,9,0,6,4,11,7,5.07,0.451,0,14.79,395.28,170.892,580.962,80.116,3778.755,0,3858.871,47,37,33,Driving
9.95,9.943,0.299,0.283,0.21,0.058,0,8,8,0,5,3,13,5,1.61,0.3,0,15.577,738.264,173.419,927.26,94.89,8140.083,1486.335,9721.308,48,33,35,Driving
9.914,9.917,0.256,0.229,0.146,0.042,0,11,11,0,8,7,11,5,2.57,1.63,0,10.637,242.209,58.801,311.647,60.553,2213.245,406.95,2680.748,36,40,41,Driving
9.902,9.9,0.196,0.172,0.123,0.055,0,11,12,0,6,5,5,3,0.349,0.379,0,9.334,240.138,107.672,357.144,51.335,2162.927,0,2214.262,27,35,39,Driving
9.852,9.851,0.159,0.135,0.086,0.038,0,12,9,0,18,19,9,5,0.61,1.83,0,6.345,309.02,27.78,343.145,32.905,2887.029,0,2919.934,35,34,41,Driving
9.852,9.85,0.262,0.226,0.067,0.039,0,16,10,0,10,12,13,15,0.3,0.5,0,4.972,162.006,40.105,207.083,20.154,1307.506,253.271,1580.931,34,34,39,Driving
9.906,9.9,0.27,0.237,0.08,0.036,0,13,12,0,10,14,11,13,1.4,0.41,0,5.715,187.088,81.236,274.039,25.013,1572.375,625.648,2223.036,36,29,38,Driving
9.896,9.887,0.331,0.299,0.165,0.029,0,12,14,0,12,12,14,14,2.04,0.62,0,11.566,508.494,77.695,597.755,61.711,4924.394,579.007,5565.112,36,31,34,Driving
9.894,9.87,0.48,0.435,0.174,0.04,0,11,11,0,6,6,11,9,2.54,0.241,0,12.269,290.466,90.915,393.65,64.998,2669.339,684.064,3418.401,38,32,38,Driving
9.928,9.908,0.458,0.401,0.106,0.09,0,8,10,0,5,5,11,7,1.85,1.09,0,8.079,243.549,179.154,430.782,39.174,2194.93,1471.963,3706.067,27,34,33,Driving
9.902,9.892,0.265,0.229,0.121,0.11,0,6,11,0,7,7,13,5,0.52,2.42,0,9.463,248.89,217.171,475.524,44.451,2266.74,1846.47,4157.661,32,34,34,Driving
9.909,9.904,0.191,0.165,0.14,0.048,0,7,11,0,4,8,8,9,2.71,0,0,10.656,407.47,86.68,504.806,53.582,3927.098,625.977,4606.657,25,37,29,Driving
9.923,9.929,0.235,0.182,0.15,0.046,0,10,9,0,7,15,13,13,5.76,1.66,0,11.126,306.177,88.434,405.737,57.412,2971.196,656.917,3685.525,29,33,45,Driving
9.893,9.888,0.258,0.194,0.12,0.079,0,11,9,0,9,5,21,19,0.251,2.44,0,9.047,324.941,211.866,545.854,41.642,2966.502,1785.486,4793.63,26,30,26,Driving
9.923,9.921,0.226,0.195,0.078,0.093,0,13,8,0,9,6,15,13,5.25,3.63,0,6.268,139.637,265.969,411.874,26.141,1085.744,2461.063,3572.948,35,31,29,Driving
9.935,9.938,0.219,0.189,0.104,0.068,0,11,11,0,5,5,7,9,1.37,1.34,0,7.787,267.008,153.554,428.349,29.981,2449.115,0,2479.096,23,28,36,Driving
9.891,9.886,0.23,0.194,0.125,0.048,0,10,11,0,4,5,15,6,0.063,5.33,0,9.503,190.106,108.742,308.351,51.419,1570.095,0,1621.514,23,32,31,Driving
9.895,9.886,0.162,0.12,0.124,0.068,0,9,10,0,7,14,15,5,0.21,1.05,0,9.563,208.556,203.806,421.925,47.098,1762.679,0,1809.777,34,37,35,Driving
9.844,9.848,0.304,0.24,0.105,0.034,0,10,8,0,11,13,17,7,0.87,2.15,0,8.8,347.803,132.463,489.066,41.775,3210.91,1038.852,4291.537,34,40,39,Driving
9.88,9.886,0.404,0.348,0.084,0.032,0,13,10,0,5,14,15,11,0.148,3.26,0,6.818,235.688,103.698,346.204,29.417,2089.726,0,2119.143,34,38,34,Driving
9.969,9.967,0.242,0.216,0.051,0.034,0,8,12,0,2,8,11,5,4.27,0.48,0,3.809,136.083,130.266,270.158,12.692,1139.67,1059.856,2212.218,33,36,38,Driving
9.892,9.889,0.198,0.168,0.101,0.015,0,8,10,0,4,34,7,3,4.37,1.98,0,7.099,350.786,41.631,399.516,34.742,3242.739,0,3277.481,31,30,44,Driving
9.893,9.886,0.214,0.176,0.114,0.015,0,9,11,0,5,29,7,3,0.063,1.37,0,8.233,317.812,35.143,361.188,44.792,2866.102,0,2910.894,23,33,38,Driving
9.924,9.924,0.145,0.122,0.063,0.032,0,11,12,0,18,19,3,1,1.68,0.63,0,4.655,131.083,92.705,228.443,18.431,998.734,676.031,1693.196,20,30,25,Driving
9.914,9.907,0.077,0.063,0.117,0.063,0,12,10,0,10,13,1,3,0.88,2.4,0,8.683,231.761,141.662,382.106,45.149,1954.024,0,1999.173,34,28,33,Driving
9.931,9.925,0.103,0.086,0.243,0.074,0,9,9,0,8,6,5,5,0.5,0.42,0,17.404,925.543,282.049,1224.996,118.534,9566.748,2431.156,12116.438,35,25,23,Driving
9.928,9.928,0.177,0.154,0.219,0.033,0,9,13,0,4,4,9,9,1.39,1.84,0,15.692,805.397,83.139,904.228,109.362,8204.515,595.89,8909.767,38,27,36,Driving
9.922,9.922,0.209,0.17,0.112,0.023,0,9,14,0,5,6,9,9,2.12,3.26,0,8.437,450.324,38.351,497.112,51.136,4363.197,0,4414.333,35,30,34,Driving
9.946,9.942,0.183,0.151,0.115,0.029,0,11,12,0,10,18,7,5,0.92,3.32,0,8.739,208.828,29.31,246.877,48.115,1830.425,169.922,2048.462,32,36,35,Driving
9.96,9.957,0.262,0.24,0.214,0.039,0,11,11,0,12,11,7,5,0.249,4.7,0,15.108,241.849,62.497,319.454,82.463,2170.63,424.726,2677.819,32,36,35,Driving
9.944,9.944,0.442,0.395,0.353,0.061,0,10,9,0,2,3,13,15,1.37,8.01,0,25.771,285.368,81.087,392.226,177.674,2666.333,0,2844.007,28,30,39,Driving
9.992,9.984,0.545,0.493,0.257,0.069,0,8,7,0,5,4,17,17,0.4,0.66,0,18.925,514.861,118.051,651.837,112.018,5035.755,923.538,6071.311,30,30,30,Driving
9.948,9.935,0.516,0.46,0.072,0.047,0,8,11,0,3,5,12,12,0,2.54,0,5.712,143.587,82.303,231.602,22.301,1158.142,579.543,1759.986,39,33,33,Driving
9.898,9.896,0.293,0.262,0.105,0.03,0,10,12,0,8,13,9,9,1.91,1.39,0,7.937,343.241,80.192,431.37,35.277,3187.29,0,3222.567,34,29,41,Driving
9.957,9.957,0.289,0.236,0.118,0.02,0,11,14,0,8,12,15,13,1.28,0.71,0,9.023,449.956,74.828,533.807,48.486,4383.929,0,4432.415,28,30,31,Driving
9.93,9.93,0.323,0.274,0.098,0.02,0,10,13,0,10,14,11,5,1.88,0.78,0,7.458,105.967,26.419,139.844,35.854,787.787,0,823.641,35,34,33,Driving
9.899,9.899,0.129,0.118,0.076,0.018,0,11,11,0,12,10,3,1,0.39,1.36,0,5.576,226.856,47.233,279.665,28.554,2007.707,307.884,2344.145,31,25,31,Driving
9.907,9.909,0.039,0.035,0.046,0.007,0,8,13,0,23,28,1,1,1,1.75,0,3.311,106.178,22.71,132.199,12.776,793.238,0,806.014,23,31,40,Driving
9.923,9.922,0.029,0.026,0.029,0.01,0,10,12,0,58,59,1,1,0.51,2.13,0,2.062,80.597,26.845,109.504,7.026,576.88,161.996,745.902,10,25,45,Driving
9.918,9.917,0.029,0.025,0.03,0.018,0,10,9,0,30,32,1,1,1.69,0.063,0,2.378,52.314,73.897,128.589,6.696,335.269,0,341.965,19,41,41,Driving
9.915,9.915,0.047,0.037,0.048,0.01,0,8,7,0,30,33,1,1,0.179,2.33,0,3.56,160.108,27.08,190.748,12.891,1271.362,0,1284.253,12,32,45,Driving
9.911,9.911,0.042,0.03,0.037,0.005,0,10,11,0,38,48,1,1,1.39,0.032,0,2.748,101.882,15.248,119.878,9.139,819.038,76.728,904.905,18,37,36,Driving
9.915,9.913,0.021,0.015,0.022,0.004,0,12,10,0,61,64,1,1,0.032,0.11,0,1.703,72.786,10.613,85.102,4.764,520.221,44.834,569.819,17,35,37,Driving
9.921,9.917,0.018,0.013,0.013,0.009,0,15,10,0,59,64,1,1,0.032,1.18,0,1.151,24.976,20.919,47.046,0,132.174,0,132.174,32,39,36,Driving
9.915,9.913,0.026,0.019,0.012,0.008,0,14,16,0,47,56,1,1,0.241,1.69,0,1.005,37.884,19.968,58.857,1.328,225.104,0,226.432,27,35,41,Driving
9.919,9.918,0.048,0.039,0.022,0.018,0,12,12,0,47,51,1,3,1.2,1.25,0,1.639,60.396,40.623,102.658,4.075,415.185,0,419.26,15,35,38,Driving
9.935,9.935,0.036,0.029,0.024,0.018,0,11,5,0,55,57,1,3,0.82,5.49,0,1.855,62.848,53.991,118.694,5.469,436.803,350.521,792.793,18,33,33,Driving
9.953,9.951,0.045,0.039,0.039,0.106,0,12,8,0,13,10,1,1,1.8,1.18,0,2.87,65.446,258.431,326.747,9.894,464.637,0,474.531,24,37,33,Driving
9.929,9.928,0.052,0.045,0.051,0.106,0,13,13,0,14,12,1,1,0.67,4.45,0,3.568,182.83,254.094,440.492,12.865,1534.657,2301.102,3848.624,12,30,25,Driving
9.916,9.924,0.023,0.013,0.019,0.015,0,13,13,0,55,56,5,1,1.03,0.379,0,1.472,40.887,34.532,76.891,2.6,246.995,208.77,458.365,24,39,44,Driving
9.933,9.931,0.046,0.014,0.012,0.009,0,16,12,0,10,60,15,3,0.44,0.4,0,1.46,51.147,33.264,85.871,3.574,334.926,0,338.5,28,43,42,Driving
9.922,9.918,0.058,0.034,0.031,0.013,0,18,14,0,12,54,9,3,0.46,0.032,0,2.908,114.232,26.984,144.124,9.238,843.003,0,852.241,21,38,41,Driving
9.909,9.904,0.039,0.032,0.023,0.007,0,14,13,0,49,55,1,1,0.219,0.118,0,1.933,70.406,23.502,95.841,5.337,494.257,0,499.594,22,38,33,Driving
9.915,9.914,0.023,0.017,0.006,0.007,0,13,11,0,58,59,1,1,0.279,0.241,0,0.479,9.009,13.408,22.896,0.032,35.84,0,35.872,18,39,32,Driving
9.91,9.912,0.012,0.009,0.007,0.006,0,13,13,0,62,63,1,1,0.31,0.29,0,0.552,19.696,17.117,37.365,0.343,108.335,0,108.678,21,36,38,Driving
9.913,9.914,0.007,0.006,0.01,0.004,0,14,15,0,64,64,1,1,0.41,0.077,0,0.714,23.13,6.051,29.895,0.867,122.46,0,123.327,21,39,41,Driving
9.918,9.919,0.01,0.008,0.015,0.004,0,16,17,0,64,64,1,1,0,0,0,1.199,40.081,14.313,55.593,0,244.525,0,244.525,20,35,34,Driving
9.92,9.92,0.008,0.006,0.011,0.002,0,14,17,0,64,64,1,1,0.032,0.089,0,0.904,28.391,3.383,32.678,2.045,155.846,0,157.891,21,34,44,Driving
9.916,9.915,0.004,0.002,0.004,0.001,0,16,16,0,64,64,1,1,0.032,0.1,0,0.324,10.173,2.517,13.014,-0.167,42.861,0,42.694,12,40,41,Driving
9.912,9.91,0.006,0.004,0.005,0.002,0,17,14,0,64,64,1,1,0,0.11,0,0.444,17.531,3.217,21.192,0.26,86.72,0,86.98,16,38,38,Driving
9.92,9.92,0.007,0.005,0.005,0.002,0,15,17,0,64,64,1,1,0.071,0.21,0,0.451,17.007,7.333,24.791,0,81.019,0,81.019,19,36,30,Driving
9.913,9.913,0.029,0.025,0.012,0.007,0,13,17,0,43,54,1,1,0.3,0.19,0,0.927,31.14,14.881,46.948,1.771,177.511,70.132,249.414,14,32,35,Driving
9.909,9.908,0.033,0.029,0.014,0.007,0,14,15,0,37,49,1,1,0.063,0.13,0,1.014,29.645,20.827,51.486,2.618,169.066,0,171.684,15,27,30,Driving
9.921,9.918,0.013,0.012,0.008,0.004,0,14,14,0,64,64,1,1,0.032,0.48,0,0.607,23.754,4.01,28.371,1.075,129.95,0,131.025,21,35,35,Driving
9.923,9.921,0.009,0.007,0.007,0.004,0,14,14,0,64,64,1,1,0.141,0.241,0,0.505,18.351,9.583,28.439,0.418,92.707,0,93.125,14,36,31,Driving
9.924,9.922,0.009,0.007,0.004,0.003,0,12,14,0,64,64,1,1,0.361,0.2,0,0.32,14.114,6.834,21.268,-0.171,71.178,0,71.007,17,38,41,Driving
9.911,9.913,0.021,0.019,0.006,0.009,0,11,13,0,50,49,1,1,0.2,0.37,0,0.519,13.314,13.877,27.71,0,60.912,0,60.912,26,37,39,Driving
9.915,9.917,0.048,0.041,0.039,0.027,0,12,10,0,48,47,3,1,0,0,0,2.959,119.426,58.057,180.442,9.619,889.763,392.336,1291.718,24,30,29,Driving
9.913,9.916,0.045,0.036,0.041,0.022,0,12,15,0,52,52,3,1,0.87,0.1,0,3.168,95.868,56.31,155.346,12.16,692.061,0,704.221,21,29,30,Driving
9.907,9.909,0.015,0.013,0.013,0.003,0,13,16,0,60,62,1,1,0.118,0.19,0,1.012,37.12,8.82,46.952,1.763,236.319,0,238.082,15,32,32,Driving
9.915,9.916,0.004,0.004,0.008,0.002,0,12,14,0,64,64,1,1,0.379,0.063,0,0.566,22.506,4.36,27.432,0,136.591,0,136.591,18,33,35,Driving
9.906,9.908,0.012,0.01,0.009,0.007,0,13,11,0,62,62,1,1,0.39,0.11,0,0.66,14.566,11.974,27.2,0.549,75.413,0,75.962,18,39,31,Driving
9.919,9.922,0.02,0.017,0.014,0.014,0,13,11,0,62,62,1,1,0.23,0.032,0,1.045,49.152,10.848,61.045,2.609,313.74,0,316.349,19,33,31,Driving
9.925,9.925,0.019,0.017,0.013,0.01,0,15,10,0,59,62,1,1,0.349,0.11,0,1.018,29.427,25.263,55.708,2.113,168.61,167.584,338.307,14,33,35,Driving
9.915,9.915,0.012,0.01,0.011,0.003,0,15,12,0,61,62,1,1,0.249,0.063,0,0.844,40.607,9.685,51.136,1.579,266.959,0,268.538,8,35,31,Driving
9.912,9.915,0.006,0.005,0.005,0.002,0,14,14,0,64,64,1,1,0.4,0,0,0.448,9.731,3.928,14.107,0,41.43,0,41.43,12,37,33,Driving
9.911,9.913,0.022,0.021,0.011,0.004,0,13,15,0,62,62,1,1,0.44,0.077,0,0.805,22.695,7.558,31.058,0.8,143.728,0,144.528,14,37,37,Driving
9.917,9.917,0.05,0.039,0.049,0.017,0,13,15,0,22,47,3,1,0.21,0.42,0,3.787,114.8,47.953,166.54,17.177,871.277,299.14,1187.594,23,30,34,Driving
9.921,9.914,0.083,0.067,0.052,0.019,0,14,15,0,15,34,1,1,1.25,0.48,0,3.879,75.731,29.419,109.029,15.634,540.825,0,556.459,24,31,31,Driving
9.912,9.911,0.064,0.052,0.023,0.01,0,11,13,0,14,30,1,1,0.5,0.261,0,1.594,62.279,24.526,88.399,4.064,429.785,143.225,577.074,16,32,32,Driving
9.901,9.901,0.023,0.02,0.014,0.006,0,10,13,0,56,58,1,1,0.77,0.3,0,1.022,38.509,17.256,56.787,2.135,236.466,0,238.601,16,25,33,Driving
9.922,9.916,0.099,0.09,0.032,0.009,0,11,11,0,7,7,1,1,0.96,0.19,0,2.413,79.017,26.389,107.819,7.75,552.191,149.266,709.207,29,30,34,Driving
9.927,9.923,0.093,0.084,0.036,0.009,0,13,13,0,7,7,1,1,0.379,0.51,0,2.672,87.746,30.558,120.976,9.362,637.55,175.796,822.708,19,33,34,Driving
9.905,9.905,0.007,0.006,0.008,0.003,0,15,11,0,64,64,1,1,0.071,0.249,0,0.583,13.503,1.559,15.645,0,59.982,0,59.982,15,37,31,Driving
9.911,9.911,0.009,0.007,0.003,0.001,0,17,11,0,64,64,1,1,0.2,0.341,0,0.212,8.059,5.507,13.778,0,35.018,0,35.018,10,32,35,Driving
9.915,9.915,0.005,0.004,0.003,0.001,0,16,11,0,64,64,1,1,0.319,0.279,0,0.263,10.061,2.266,12.59,0.107,40.589,0,40.696,13,33,34,Driving
9.913,9.913,0.004,0.003,0.002,0.001,0,14,11,0,64,64,1,1,0,0.032,0,0.194,5.218,2.246,7.658,0,15.758,0,15.758,4,33,31,Driving
9.913,9.914,0.005,0.004,0.002,0.001,0,13,12,0,64,64,1,1,0.077,0,0,0.141,4.283,2.078,6.502,-0.196,12.325,0,12.129,7,35,46,Driving
9.909,9.908,0.003,0.002,0.002,0.001,0,15,12,0,64,64,1,1,0.032,0,0,0.155,7.406,5.46,13.021,0,26.865,0,26.865,4,40,38,Driving
9.914,9.912,0.002,0.001,0.002,0,0,16,12,0,64,64,1,1,0.161,0.063,0,0.15,4.32,2.246,6.716,0,11.515,0,11.515,8,40,29,Driving
9.918,9.916,0.004,0.003,0.002,0.002,0,13,10,0,64,64,1,1,0.17,0.42,0,0.139,3.089,6.042,9.27,-0.258,7.479,0,7.221,8,32,34,Driving
9.917,9.917,0.017,0.014,0.009,0.006,0,13,10,0,59,61,1,1,0.055,0.071,0,0.691,23.925,18.046,42.662,0.967,126.937,0,127.904,14,32,31,Driving
9.908,9.91,0.026,0.023,0.015,0.008,0,13,10,0,52,52,1,1,0.045,0.152,0,1.123,44.811,23.251,69.185,2.542,276.471,0,279.013,14,28,25,Driving
9.912,9.914,0.016,0.014,0.016,0.008,0,13,13,0,62,62,1,1,0.19,0.032,0,1.29,18.016,18.548,37.854,3.667,95.856,0,99.523,13,30,29,Driving
9.921,9.923,0.009,0.008,0.013,0.006,0,13,17,0,64,64,1,1,0.17,0.449,0,0.991,33.733,14.329,49.053,2.013,210.602,67.595,280.21,12,32,31,Driving
9.914,9.914,0.006,0.005,0.004,0.001,0,16,18,0,64,64,1,1,0.077,0.161,0,0.286,9.927,2.154,12.367,-0.023,40.447,0,40.424,11,38,33,Driving
9.911,9.911,0.002,0.002,0.002,0.001,0,16,15,0,64,64,1,1,0.063,0.063,0,0.167,6.424,1.308,7.899,0,22.034,0,22.034,14,35,31,Driving
9.913,9.913,0.005,0.004,0.002,0.001,0,15,13,0,64,64,1,1,0.21,0.141,0,0.169,6.534,1.747,8.45,-0.232,24.496,0,24.264,12,36,31,Driving
9.91,9.91,0.005,0.004,0.002,0.001,0,14,14,0,64,64,1,1,0.249,0,0,0.188,7.036,2.316,9.54,0,26.591,0,26.591,18,37,39,Driving
9.933,9.929,0.014,0.009,0.019,0.005,0,11,10,0,60,64,3,1,3.63,1.27,0,1.801,74.259,12.721,88.781,3.011,586.213,0,589.224,23,39,41,Driving
9.843,9.846,0.239,0.144,0.208,0.145,0,9,10,0,5,11,15,11,13.83,6.22,0,17.378,471.399,293.862,782.639,95.775,4559.408,2706.323,7361.506,37,38,35,Driving
9.819,9.81,0.512,0.349,0.326,0.247,0,12,9,0,3,3,17,16,2.26,8.36,0,24.854,862.599,636.832,1524.285,159.686,9188.34,6573.16,15921.186,32,35,37,Driving
9.898,9.88,0.437,0.348,0.091,0.131,0,13,11,0,3,3,11,9,7.79,1.05,0,6.633,212.334,397.216,616.183,27.253,1913.474,3881.505,5822.232,31,34,37,Driving
9.878,9.873,0.163,0.141,0.031,0.026,0,15,14,0,11,10,4,3,1.99,3.26,0,2.559,83.68,71.082,157.321,6.258,597.601,493.215,1097.074,25,38,34,Driving
9.88,9.869,0.285,0.26,0.059,0.041,0,13,13,0,5,4,7,5,1,0.65,0,4.525,165.186,110.678,280.389,17.548,1317.912,864.928,2200.388,33,40,34,Driving
9.881,9.871,0.284,0.261,0.047,0.035,0,10,10,0,5,4,5,5,0.79,0.58,0,3.519,138.893,69.245,211.657,12.719,1069.192,480.943,1562.854,21,36,33,Driving
9.853,9.858,0.507,0.459,0.163,0.087,0.102,9,13,12,1,1,9,13,3.28,2.6,5.9,11.423,292.432,256.919,560.774,66.256,2614.623,2288.228,4969.107,27,27,35,Driving
9.798,9.796,1.561,1.413,0.243,0.11,0.161,9,11,12,4,6,11,17,2.48,3.03,1.28,17.213,187.168,157.423,361.804,116.001,1598.518,1302.45,3016.969,27,25,33,Driving
9.988,9.972,2.079,1.911,0.537,0.211,0.22,6,12,12,4,2,18,22,0.351,4.87,0,37.453,1261.115,351.603,1650.171,280.85,13981.201,3348.773,17610.824,24,21,37,Driving
10.094,10.068,2.69,2.437,0.709,0.297,0.292,7,13,15,4,6,17,23,0.179,2.27,1.7,50.38,1345.505,230.772,1626.657,416.055,14927.548,2031.849,17375.452,35,30,41,Driving
9.927,9.915,2.687,2.413,0.463,0.307,0.293,9,12,14,2,4,15,21,2.75,0.161,0.37,33.826,860.084,805.495,1699.405,240.423,9068.743,8303.301,17612.467,35,24,29,Driving
9.88,9.876,3.788,3.385,1.042,0.355,0.408,10,10,13,1,2,15,19,0.73,0.96,2.18,73.514,2262.747,1144.851,3481.112,615.486,27014.654,12580.596,40210.736,45,29,31,Driving
9.911,9.894,6.187,5.426,1.164,0.344,0.684,9,9,12,3,5,19,23,0.95,2.28,1.24,81.654,3243.534,673.425,3998.613,706.007,41402.005,6993.245,49101.257,44,31,30,Driving
9.969,9.958,4.029,3.593,0.506,0.281,0.444,9,10,11,2,3,17,19,1.09,2.26,0.451,35.363,1421.286,907.725,2364.374,267.267,15823.263,9884.744,25975.274,34,39,38,Driving
10.039,10.054,1.527,1.373,0.451,0.163,0.158,11,10,13,6,5,16,12,2.51,3.72,0.95,31.11,1377.552,291.343,1700.005,230.774,15657.472,2601.907,18490.153,34,29,39,Driving
10.003,10.008,0.8,0.697,0.279,0.058,0.085,14,11,15,3,3,15,7,4.51,3,0.27,19.592,673.306,116.702,809.6,122.785,7056.997,884.881,8064.663,39,30,34,Driving
10.025,10.033,0.168,0.122,0.091,0.017,0.018,13,15,11,9,31,9,3,2.27,0.69,0.11,6.953,100.472,50.771,158.196,32.717,746.475,330.92,1110.112,34,38,42,Driving
10.019,10.026,0.139,0.101,0.088,0.022,0.013,8,11,12,6,28,7,5,0.83,0.71,0.33,6.628,112.269,44.742,163.639,33.3,859.151,280.911,1173.362,40,37,34,Driving
9.974,9.97,0.163,0.13,0.193,0.037,0.016,10,10,13,5,16,7,5,0.032,0.96,0.47,13.558,318.683,98.218,430.459,75.556,2896.905,730.84,3703.301,19,39,37,Driving
9.971,9.966,0.201,0.151,0.203,0.048,0.022,12,11,13,8,17,15,11,0.64,0.48,0.071,14.693,557.54,76.942,649.175,85.298,5498.414,596.866,6180.578,40,33,32,Driving
9.996,9.992,0.239,0.206,0.216,0.063,0.027,10,9,14,10,11,17,15,1.9,3,0.76,15.046,434.809,158.656,608.511,82.769,4075.622,1302.406,5460.797,37,33,36,Driving
10.023,10.014,0.349,0.283,0.194,0.05,0.034,11,13,15,7,17,15,15,2.13,3.42,0.67,13.447,495.889,117.292,626.628,77.723,4750.955,912.85,5741.528,42,35,38,Driving
10.035,10.037,1.253,1.053,0.184,0.055,0.119,11,17,15,4,4,25,21,3.45,1.09,1.71,13.916,632.502,197.52,843.938,81.696,6426.946,1682.771,8191.413,42,32,39,Driving
9.948,9.939,1.687,1.509,0.329,0.061,0.171,8,16,13,4,4,25,17,2.51,0.71,0.241,23.72,1150.234,181.62,1355.574,160.441,12468.384,1506.758,14135.583,42,29,40,Driving
9.81,9.807,1.026,0.945,0.297,0.126,0.104,7,13,12,2,1,21,21,0.66,1.88,2.71,20.922,160.569,401.024,582.515,138.636,1289.393,4001.265,5429.294,38,36,40,Driving
9.814,9.809,1.16,1.02,0.476,0.153,0.102,9,11,11,2,2,15,21,1.66,0.045,1.32,34.171,658.252,306.779,999.202,248.579,6794.222,2791.481,9834.282,26,32,36,Driving
9.972,9.956,1.37,1.176,1.132,0.18,0.138,8,12,13,2,2,19,24,0.43,0.449,0.351,80.623,2784.175,422.826,3287.624,711.375,35106.55,3970.102,39788.027,42,23,29,Driving
