Mean,MeanFiltered,Variance,VarianceFiltered,xVariance,yVariance,zVariance,xZeroCrossings,yZeroCrossings,zZeroCrossings,Peaks,PeaksFiltered,ResultantZeroCrossings,ResultantFilteredZeroCrossings,xDCComponent,yDCComponent,zDCComponent,xSpectralEnergy,ySpectralEnergy,zSpectralEnergy,TotalSpectralEnergy,xEntropy,yEntropy,zEntropy,TotalEntropy,xFFTZeroCrossings,yFFTZeroCrossings,zFFTZeroCrossings,Activity
9.789,9.777,0.049,0.01,0.033,0.04,0.005,5,11,11,42,64,31,3,1.87,1.04,1.08,3.111,90.944,152.503,246.558,8.392,667.005,1251.53,1926.927,41,42,44,Driving
9.797,9.785,0.054,0.008,0.05,0.036,0.006,2,5,10,38,64,32,3,1.22,0.152,0.48,5.027,73.543,105.966,184.536,19.616,522.039,800.371,1342.026,49,41,44,Driving
9.793,9.792,0.034,0.007,0.042,0.036,0.005,9,11,5,35,64,25,1,0.319,0.11,0.11,4.221,158.374,124.276,286.871,12.745,1325.931,964.43,2303.106,38,37,36,Driving
9.798,9.802,0.023,0.008,0.029,0.024,0.006,9,14,5,52,64,25,1,2.36,0.46,1.2,2.95,128.16,49.498,180.608,8.024,1000.759,321.493,1330.276,34,45,46,Driving
9.896,9.909,0.1,0.068,0.549,0.079,0.069,6,14,6,3,2,33,3,4.65,0.81,1.13,40.27,1530.321,230.033,1800.624,261.87,18271.629,2109.031,20642.53,42,41,35,Driving
9.808,9.806,0.161,0.075,0.609,0.089,0.082,8,11,7,3,4,29,3,1.76,0.72,0.071,44.585,1260.816,285.38,1590.781,302.278,14357.392,2594.864,17254.534,42,40,39,Driving
9.791,9.794,0.191,0.102,0.204,0.077,0.045,11,10,9,4,1,30,5,3.03,6.06,3.58,15.343,742.521,236.095,993.959,74.715,8015.692,2033.622,10124.029,34,38,42,Driving
9.98,9.998,0.2,0.066,0.393,0.139,0.044,7,7,11,6,13,37,10,8.97,3.77,3.62,26.466,359.165,339.089,724.72,191.005,3571.738,3157.929,6920.672,40,44,38,Driving
9.917,9.91,0.224,0.085,0.534,0.12,0.033,6,13,11,5,9,40,13,4.39,0.77,2.39,37.808,513.819,390.526,942.153,281.89,5061.687,3591.88,8935.457,38,36,49,Driving
9.829,9.81,0.215,0.091,0.278,0.057,0.02,8,12,9,5,1,40,5,12.43,3.88,3.29,21.424,509.339,182.67,713.433,121.906,5318.351,1519.594,6959.851,40,38,46,Driving
9.809,9.823,0.244,0.069,0.145,0.038,0.026,6,6,7,2,4,36,5,11.93,0.032,3.83,14.161,487.405,146.437,648.003,72.3,4814.511,1221.218,6108.029,43,44,44,Driving
9.843,9.845,0.424,0.116,0.211,0.076,0.034,6,12,6,6,9,43,15,1.18,1.13,0.54,20.246,703.066,354.388,1077.7,117.616,7595.425,3327.579,11040.62,41,46,48,Driving
9.843,9.848,0.361,0.108,0.086,0.055,0.016,6,14,6,6,2,43,8,7.16,3.34,1.54,10.991,397.683,173.427,582.101,45.962,3890.861,1471.245,5408.068,39,44,37,Driving
9.776,9.775,0.258,0.059,0.084,0.017,0.011,7,12,5,5,25,41,9,2.77,0.451,1.18,9.783,436.421,209.553,655.757,39.275,4340.837,1802.602,6182.714,44,36,43,Driving
9.84,9.825,0.318,0.093,0.229,0.028,0.033,10,15,6,8,19,41,17,2.67,2.25,0.42,20.232,558.239,221.253,799.724,123.896,5584.723,1930.695,7639.314,46,45,45,Driving
9.909,9.905,0.315,0.177,0.598,0.175,0.117,8,11,4,4,5,34,19,6.36,2.54,1.16,45.6,647.884,613.692,1307.176,382.577,6843.619,6494.887,13721.083,38,33,46,Driving
9.978,9.987,0.235,0.164,0.969,0.185,0.209,4,7,2,2,5,33,17,9.65,0.44,3.43,68.418,555.611,499.436,1123.465,687.272,5347.045,5033.396,11067.713,45,46,49,Driving
10.111,10.094,0.162,0.12,0.709,0.046,0.146,6,7,4,37,44,31,13,11.96,1.84,2.75,52.975,585.228,116.555,754.758,482.721,5924.352,944.119,7351.192,40,49,44,Driving
9.989,9.998,0.213,0.125,0.347,0.032,0.038,4,11,6,28,30,33,7,9.5,1.26,4.29,28.546,309.056,103.167,440.769,219.664,2805.026,770.85,3795.54,42,41,46,Driving
9.799,9.815,0.165,0.054,0.243,0.032,0.04,3,12,5,5,12,31,5,8,3.24,0.49,20.369,916.023,165.168,1101.56,119.59,9696.231,1341.129,11156.95,39,43,41,Driving
9.864,9.852,0.13,0.05,0.347,0.07,0.027,4,10,7,4,32,27,11,8.64,5.66,5.26,27.372,645.55,260.799,933.721,178.129,6429.274,2343.271,8950.674,37,44,39,Driving
9.908,9.875,0.109,0.051,0.378,0.165,0.027,10,8,7,8,34,33,15,5.35,4.54,0.251,27.952,1276.362,456.862,1761.176,177.999,14560.438,4509.033,19247.47,42,40,39,Driving
9.838,9.827,0.166,0.093,0.23,0.166,0.023,7,8,5,13,5,41,9,12.94,0.61,4.04,17.264,842.545,586.755,1446.564,94.655,8852.448,5996.772,14943.875,34,48,38,Driving
9.844,9.806,0.246,0.14,0.286,0.104,0.031,4,10,5,4,14,43,11,5.03,2.61,0.48,21.461,1007.728,406.483,1435.672,129.787,10938.493,3852.694,14920.974,38,40,40,Driving
9.886,9.867,0.274,0.122,0.526,0.111,0.074,5,16,6,6,15,39,15,1.23,0.65,0.93,40.301,977.393,428.104,1445.798,290.456,10396.833,4352.338,15039.627,42,39,45,Driving
9.922,9.915,0.236,0.095,0.481,0.115,0.074,5,10,4,16,20,37,6,7.29,0.59,3.47,35.293,821.856,369.596,1226.745,271.345,8848.205,3665.268,12784.818,42,37,33,Driving
9.899,9.878,0.164,0.076,0.156,0.071,0.046,9,5,3,13,30,33,3,7.05,0.5,3.32,13.639,575.729,246.785,836.153,66.975,5865.878,2275.803,8208.656,37,36,40,Driving
10.01,10.016,0.197,0.133,0.744,0.169,0.108,5,3,3,4,11,25,5,9.57,3.95,1.96,51.444,2110.191,440.874,2602.509,449.366,24339.623,4190.321,28979.31,44,31,38,Driving
9.979,9.982,0.291,0.143,0.725,0.199,0.084,5,10,5,4,11,31,7,1.9,2.7,2.39,51.615,1763.998,552.95,2368.563,428.816,19896.579,5576.085,25901.48,37,38,45,Driving
9.773,9.774,0.274,0.097,0.094,0.075,0.031,12,15,5,1,22,35,11,9.15,6.89,1.28,9.26,274.471,329.73,613.461,37.833,2605.231,3043.615,5686.679,35,39,42,Driving
9.871,9.886,0.233,0.114,0.071,0.173,0.071,12,6,4,2,25,27,11,9.07,2.96,4.45,7.843,244.728,538.977,791.548,30.448,2187.746,5276.82,7495.014,39,43,42,Driving
9.928,9.922,0.246,0.102,0.332,0.203,0.118,8,5,8,9,29,32,13,8.37,3.15,3.01,24.123,691.394,574.664,1290.181,164.793,7286.277,5724.649,13175.719,42,36,48,Driving
9.807,9.776,0.291,0.128,0.342,0.1,0.072,9,8,7,9,27,36,10,7.54,1.45,4.46,25.845,840.824,318.152,1184.821,169.415,8963.643,2892.833,12025.891,44,39,41,Driving
9.98,9.967,0.265,0.188,0.431,0.134,0.066,7,10,3,13,13,29,11,10.34,9.89,5.72,31.385,1263.412,405.729,1700.526,234.751,14281.43,4158.923,18675.104,35,31,45,Driving
9.858,9.83,0.138,0.039,0.235,0.212,0.026,6,6,12,14,22,34,5,6.64,7.94,4.52,20.301,630.626,253.602,904.529,117.035,6430.395,2289.335,8836.765,36,40,44,Driving
9.847,9.814,0.114,0.053,0.247,0.05,0.003,6,4,16,14,36,31,11,2.28,0.85,0,17.191,716.324,147.141,880.656,116.584,7205.203,1182.954,8504.741,26,33,41,Driving
9.844,9.88,0.231,0.055,0.107,0.023,0.004,6,9,17,7,25,36,13,9.76,1.59,0.032,7.88,210.583,114.306,332.769,39.957,1769.338,929.891,2739.186,31,35,44,Driving
9.758,9.792,0.256,0.085,0.051,0.02,0.006,5,6,13,6,27,33,9,5.01,6.85,0,3.87,147.665,95.456,246.991,14.652,1160.117,788.937,1963.706,44,38,44,Driving
9.875,9.866,0.271,0.123,0.087,0.048,0.006,6,5,15,5,9,31,9,1.56,0.66,0.045,6.988,241.522,186.562,435.072,30.768,2161.664,1508.029,3700.461,27,38,50,Driving
9.9,9.88,0.34,0.13,0.112,0.037,0.008,6,5,14,4,11,39,17,4.06,1.83,0,8.63,184.014,127.261,319.905,39.755,1631.849,1006.071,2677.675,37,40,41,Driving
9.883,9.847,0.302,0.114,0.219,0.021,0.008,5,4,13,3,16,34,15,8.15,4.96,0.17,15.135,351.561,86.219,452.915,107.02,3237.46,601.208,3945.688,39,41,43,Driving
9.914,9.92,0.258,0.102,0.273,0.181,0.006,5,3,13,3,16,27,11,4.22,3.62,0.089,18.614,887.585,532.69,1438.889,133.048,9429.205,5230.885,14793.138,39,34,37,Driving
9.879,9.909,0.197,0.095,0.196,0.221,0.005,12,5,14,5,11,27,7,3,6.9,0.19,13.263,729.11,151.338,893.711,84.918,7794.446,1206.211,9085.575,31,41,39,Driving
9.886,9.875,0.162,0.072,0.202,0.091,0.004,10,9,18,3,28,35,9,6.35,0.55,0.241,13.872,630.589,180.11,824.571,87.338,6407.352,1529.44,8024.13,44,31,42,Driving
9.895,9.843,0.248,0.084,0.226,0.031,0.005,4,10,13,11,26,40,10,10.23,4.62,0,15.505,173.994,92.893,282.392,103.756,1442.25,707.427,2253.433,36,27,42,Driving
10.079,10.037,0.2,0.113,0.41,0.062,0.002,2,5,9,16,19,27,7,11.55,2.4,0.161,27.076,149.653,168.447,345.176,222.793,1155.92,1388.054,2766.767,25,35,45,Driving
10.068,10.064,0.438,0.18,1.344,0.367,0.009,6,8,11,3,19,29,11,16.85,0.73,1.31,102.381,4028.077,774.219,4904.677,846.66,57158.703,8931.634,66936.997,37,38,43,Driving
9.823,9.826,0.857,0.191,1.081,0.404,0.012,10,11,18,2,9,42,27,32.52,2.88,3.07,94.479,3470.803,1371.282,4936.564,728.693,48019.33,16502.953,65250.976,49,39,41,Driving
9.733,9.687,0.741,0.164,0.458,0.088,0.011,10,11,14,1,29,44,31,8.64,7.8,1.66,42.239,1347.227,334.207,1723.673,254.542,15243.276,3085.165,18582.983,34,45,38,Driving
9.694,9.589,0.518,0.157,0.495,0.035,0.014,11,16,6,1,20,40,21,7.8,1.04,1.23,47.699,1456.005,189.033,1692.737,319.949,16546.872,1592.708,18459.529,44,34,39,Driving
9.73,9.654,0.572,0.158,0.563,0.052,0.021,12,13,9,1,24,39,21,5.97,4.69,0.81,54.594,1408.643,281.501,1744.738,376.004,16064.008,2479.965,18919.977,32,35,45,Driving
9.8,9.791,0.389,0.098,0.45,0.156,0.029,10,7,8,6,36,31,19,5.76,2.86,0.55,42.914,1551.536,528.047,2122.497,281.139,18157.251,5593.53,24031.92,42,42,37,Driving
9.739,9.664,0.269,0.131,0.282,0.156,0.02,16,11,14,9,15,39,19,4.03,3.19,0.59,35.597,1196.838,321.306,1553.741,203.329,13847.684,3031.466,17082.479,44,34,44,Driving
9.652,9.572,0.585,0.163,0.213,0.049,0.01,20,17,22,7,7,43,30,5.64,4.65,2.59,45.002,946.342,267.164,1258.508,276.559,10012.191,2348.649,12637.399,44,38,50,Driving
9.69,9.712,0.627,0.145,0.244,0.05,0.013,15,13,13,8,5,41,27,2.77,6.89,0.071,43.452,1602.796,278.929,1925.177,261.786,18512.3,2537.245,21311.331,45,41,47,Driving
9.745,9.77,0.249,0.07,0.212,0.088,0.009,8,8,8,8,2,28,13,6.92,0.39,2.32,26.788,773.638,323.152,1123.578,140.513,8329.932,3111.764,11582.209,37,36,38,Driving
9.816,9.803,0.07,0.042,0.513,0.091,0.016,4,5,6,28,43,23,9,0.077,12,1.14,36.407,602.409,191.453,830.269,286.744,5981.835,1620.135,7888.714,48,35,37,Driving
9.813,9.787,0.075,0.047,0.429,0.284,0.018,7,4,5,30,37,25,7,3.69,0.42,0.9,30.957,1094.846,821.707,1947.51,233.464,12411.783,9153.618,21798.865,42,36,34,Driving
9.738,9.72,0.365,0.062,0.196,0.233,0.015,8,8,10,4,24,35,17,0.9,8.18,0.56,26.054,810.756,347.522,1184.332,144.453,8596.002,3548.352,12288.807,32,48,38,Driving
9.708,9.734,0.432,0.116,0.249,0.165,0.013,10,6,11,4,2,35,22,1.35,2,0.86,30.498,1243.115,321.212,1594.825,172.341,13962.144,2869.268,17003.753,41,40,43,Driving
9.754,9.809,0.241,0.059,0.173,0.194,0.01,12,6,9,9,3,37,21,0.361,0.56,0.179,18.756,654.327,194.488,867.571,94.817,6777.642,1644.464,8516.923,41,46,35,Driving
9.793,9.771,0.36,0.112,0.152,0.097,0.011,6,11,15,1,5,41,23,7.48,0.89,2.43,16.661,530.406,312.55,859.617,80.525,5321.253,2920.747,8322.525,44,43,38,Driving
9.772,9.698,0.427,0.1,0.449,0.054,0.025,5,14,11,2,14,38,25,5.99,1.65,1.54,37.954,1389.451,110.298,1537.703,266.286,15515.255,849.377,16630.918,46,40,39,Driving
9.846,9.81,0.311,0.092,1.004,0.048,0.043,2,10,4,1,29,31,13,11.54,1.81,3.39,69.512,648.065,125.513,843.09,607.857,6658.589,1043.959,8310.405,36,42,39,Driving
9.845,9.801,0.173,0.056,0.832,0.048,0.039,6,8,4,3,27,31,9,4.1,0.73,0.93,57.236,2256.992,178.56,2492.788,486.533,27458.724,1461.299,29406.556,39,41,43,Driving
9.794,9.782,0.162,0.063,0.261,0.036,0.014,11,9,10,8,2,33,15,10.42,2.06,3.24,21.482,773.644,148.749,943.875,126.69,7962.548,1324.426,9413.664,37,41,44,Driving
9.75,9.734,0.242,0.118,0.335,0.045,0.025,12,6,11,8,12,37,21,11.64,1.09,2.95,26.48,736.963,114.529,877.972,152.66,7746.546,943.451,8842.657,40,44,43,Driving
9.706,9.646,0.5,0.209,0.518,0.111,0.043,9,8,5,1,22,38,25,1.92,6.13,0.261,41.206,937.771,405.283,1384.26,269.422,10269.924,4088.769,14628.115,40,37,40,Driving
9.75,9.68,0.51,0.157,0.245,0.236,0.021,9,6,8,2,22,31,13,7.1,0.6,1.81,24.139,789.687,620.553,1434.379,132.012,8536.894,6368.895,15037.801,40,39,42,Driving
9.749,9.765,0.475,0.134,0.177,0.185,0.009,14,7,11,2,1,35,11,4.05,8.59,0,28.994,862.441,716.461,1607.896,160.522,9149.971,7404.531,16715.024,34,49,38,Driving
9.76,9.771,0.444,0.076,0.178,0.118,0.009,13,12,13,1,24,44,15,4.23,2.58,0.82,28.421,1169.204,512.53,1710.155,158.32,13358.111,5147.641,18664.072,39,38,37,Driving
9.756,9.746,0.262,0.06,0.092,0.108,0.007,12,14,14,16,35,42,17,0.241,8.76,0.82,9.11,314.844,449.407,773.361,35.641,2930.959,4370.683,7337.283,42,42,46,Driving
9.709,9.711,0.146,0.042,0.041,0.116,0.005,9,11,10,7,24,22,7,0.52,3.71,0.141,5.225,170.86,439.4,615.485,16.143,1486.276,4212.101,5714.52,44,39,38,Driving
9.697,9.702,0.014,0.006,0.038,0.073,0.001,15,10,5,59,64,9,1,1.34,5.35,0.66,3.478,116.671,151.786,271.935,8.482,985.929,1352.401,2346.812,50,36,37,Driving
9.701,9.686,0.095,0.016,0.045,0.046,0.003,20,13,10,5,53,17,9,3.25,2.3,0.95,8.694,302.186,184.249,495.129,32.636,2935.508,1701.734,4669.878,49,45,40,Driving
9.704,9.645,0.434,0.093,0.258,0.071,0.009,18,6,14,3,9,37,27,2.16,1.16,0.54,34.801,1323.689,223.148,1581.638,214.675,15211.481,1960.514,17386.67,39,49,42,Driving
9.707,9.663,0.921,0.174,0.278,0.087,0.018,17,11,16,3,1,45,28,4.48,0.3,0.96,44.212,1456.055,462.359,1962.626,294.443,16590.483,4575.989,21460.915,38,51,38,Driving
9.756,9.724,0.656,0.105,0.193,0.142,0.026,10,10,10,3,1,40,16,1.3,3.31,0.1,33.906,993.304,445.361,1472.571,198.524,11044.079,4350.515,15593.118,39,41,42,Driving
9.754,9.707,0.197,0.033,0.185,0.185,0.018,9,5,9,7,47,35,7,0.52,6.97,0.56,20.066,649.048,551.905,1221.019,100.461,6859.228,5379.618,12339.307,41,40,37,Driving
9.715,9.681,0.127,0.016,0.025,0.122,0.003,9,6,12,4,62,19,3,1.49,6.32,0.98,3.957,105.602,373.101,482.66,9.557,797.036,3515.779,4322.372,42,36,45,Driving
9.726,9.696,0.09,0.045,0.113,0.069,0.003,9,11,15,5,8,25,17,2.27,7.54,1.02,12.272,421.883,282.788,716.943,53.216,4116.691,2739.213,6909.12,45,48,42,Driving
9.707,9.669,0.172,0.067,0.141,0.08,0.007,15,16,13,8,13,37,25,4.67,3.35,1.39,21.746,519.902,270.76,812.408,117.899,5258.306,2400.624,7776.829,45,46,42,Driving
9.703,9.671,0.208,0.057,0.088,0.102,0.006,17,17,11,6,34,31,9,0.219,0.58,0.11,18.884,653.199,262.175,934.258,96.056,6719.197,2332.774,9148.027,43,41,40,Driving
9.744,9.712,0.16,0.029,0.078,0.169,0.004,15,8,11,6,46,31,9,4.55,6.7,1.54,11.917,320.167,570.805,902.889,52.266,2906.522,5734.254,8693.042,40,41,41,Driving
9.745,9.727,0.212,0.066,0.284,0.192,0.019,11,4,10,2,9,40,19,4.9,1.02,1.45,32.23,1185.407,585.761,1803.398,187.516,13400.371,5842.493,19430.38,36,41,38,Driving
9.724,9.7,0.257,0.089,0.417,0.11,0.024,8,9,8,2,15,42,23,7.39,5.37,2.24,42.273,1000.329,490.458,1533.06,290.336,11135.714,4893.806,16319.856,35,34,43,Driving
9.763,9.743,0.259,0.118,0.306,0.05,0.013,13,15,6,7,19,33,15,0.57,4.87,1.16,24.373,780.56,200.333,1005.266,136.914,8028.607,1705.062,9870.583,48,43,44,Driving
9.748,9.748,0.295,0.089,0.287,0.021,0.011,9,14,9,3,12,33,11,4.52,0.449,1.32,23.948,627.995,82.116,734.059,134.694,6460.121,601.036,7195.851,39,36,41,Driving
9.761,9.726,0.283,0.089,0.394,0.025,0.017,4,10,6,3,7,33,9,11.96,0.62,2.08,35.886,803.755,65.567,905.208,237.7,8593.178,453.457,9284.335,47,41,38,Driving
9.905,9.872,0.206,0.077,0.588,0.058,0.017,2,5,4,3,16,26,8,1.24,8.51,0.379,48.31,1331.686,189.323,1569.319,357.962,14977.654,1651.001,16986.617,44,36,46,Driving
9.845,9.793,0.196,0.15,0.414,0.147,0.008,13,4,5,4,1,24,12,10.37,0.9,2.02,35.765,1087.223,534.295,1657.283,227.188,11795.692,5174.258,17197.138,38,33,44,Driving
9.752,9.697,0.273,0.102,0.156,0.052,0.002,20,8,13,5,44,33,18,0.31,14.43,1.3,18.675,655.673,198.826,873.174,90.398,6758.136,1714.071,8562.605,37,38,47,Driving
9.747,9.737,0.162,0.062,0.047,0.11,0.005,14,9,15,7,45,23,5,0.98,1.36,0.055,7.264,275.452,373.86,656.576,25.171,2560.825,3717.29,6303.286,33,42,46,Driving
9.713,9.715,0.06,0.034,0.099,0.122,0.006,9,5,6,21,52,21,3,0.379,8.54,0.7,7.485,195.868,183.084,386.437,28.304,1688.966,1586.882,3304.152,42,39,40,Driving
9.681,9.742,0.299,0.076,0.197,0.098,0.009,11,11,8,2,3,35,15,0.077,0.84,0.23,21.587,604.74,233.145,859.472,109.164,6212.026,2112.911,8434.101,42,42,34,Driving
9.67,9.715,0.745,0.108,0.31,0.068,0.013,9,12,12,2,1,43,20,3.71,0.52,0.64,46.72,1310.119,231,1587.839,293.042,14770.021,2056.49,17119.553,45,42,38,Driving
9.687,9.626,0.915,0.108,0.189,0.066,0.019,12,10,17,4,32,39,23,3.11,3.2,1.05,57.104,973.731,261.874,1292.709,387.408,10699.111,2428.062,13514.581,45,35,38,Driving
9.706,9.66,0.554,0.15,0.107,0.063,0.013,15,10,20,3,16,36,25,6.24,8.21,0.39,32.752,1182.948,275.175,1490.875,187.475,13148.107,2432.121,15767.703,35,38,38,Driving
9.735,9.759,0.166,0.055,0.134,0.086,0.008,11,8,11,6,11,31,11,5.43,1.87,1,13.943,463.841,250.68,728.464,60.111,4783.879,2261.573,7105.563,41,35,41,Driving
9.747,9.747,0.173,0.041,0.097,0.072,0.007,15,14,7,9,13,39,15,4.44,4.37,0.47,10.122,297.141,240.937,548.2,43.123,2801.167,2220.62,5064.91,35,40,38,Driving
9.725,9.701,0.411,0.093,0.099,0.039,0.005,14,16,10,2,16,39,14,6.95,6.53,1.15,19.445,748.086,235.614,1003.145,92.882,8036.054,2040.916,10169.852,45,42,49,Driving
9.639,9.598,0.502,0.124,0.324,0.05,0.009,7,11,10,4,14,37,13,0,1.09,0,35.535,1336.117,271.232,1642.884,207.91,14855.031,2436.248,17499.189,46,48,39,Driving
9.676,9.621,0.475,0.122,0.314,0.035,0.009,10,15,13,6,5,40,23,3.25,3.74,0.79,31.989,934.008,134.519,1100.516,175.763,10235.959,1209.036,11620.758,41,35,44,Driving
9.728,9.713,0.409,0.086,0.14,0.012,0.006,14,10,16,3,3,42,23,0.53,1.19,0.11,22.193,698.315,96.695,817.203,112.982,7337.69,749.032,8199.704,41,36,38,Driving
9.676,9.657,0.38,0.128,0.161,0.028,0.008,20,12,14,17,18,42,23,2.3,1.4,0.69,20.207,627.104,132.046,779.357,97.399,6538.493,1059.349,7695.241,47,39,43,Driving
9.663,9.637,0.294,0.118,0.176,0.03,0.009,15,11,13,14,14,43,21,3.25,3.04,0.9,18.166,530.602,120.137,668.905,86.083,5266.917,943.71,6296.71,44,48,40,Driving
9.664,9.658,0.154,0.081,0.381,0.063,0.012,8,10,9,21,25,35,13,1.34,1.1,0.152,30.743,831.633,177.523,1039.899,190.428,9159.428,1517.667,10867.523,44,38,37,Driving
9.708,9.719,0.266,0.057,0.38,0.056,0.014,4,6,6,1,42,33,13,0.179,5.89,0.23,35.167,986.552,211.202,1232.921,215.754,11026.149,1908.445,13150.348,41,31,43,Driving
9.723,9.695,0.409,0.081,0.176,0.059,0.012,9,5,7,2,41,32,13,2.34,2.34,0.99,24.345,731.829,226.413,982.587,123.857,8225.341,2017.02,10366.218,40,34,45,Driving
9.721,9.658,0.824,0.191,0.207,0.062,0.018,11,9,8,4,13,39,17,6.54,1.51,1.37,34.614,898.71,297.264,1230.588,199.856,9797.385,2759.556,12756.797,39,44,39,Driving
9.694,9.676,0.745,0.202,0.262,0.025,0.021,10,14,5,3,1,46,17,6.38,4.95,0.96,35.729,1302.563,206.268,1544.56,210.806,14926.433,1768.671,16905.91,35,47,40,Driving
9.712,9.724,0.275,0.111,0.434,0.015,0.013,7,9,6,12,17,40,13,6.09,0.045,1.46,32.387,1087.648,72.687,1192.722,205.581,12441.939,537.688,13185.208,40,45,52,Driving
9.812,9.611,1.327,0.343,0.512,0.039,0.041,10,8,4,3,12,41,17,18.26,2.04,5.22,73.161,1952.044,238.423,2263.628,513.679,24350.651,2146.306,27010.636,42,39,34,Driving
9.776,9.602,1.431,0.365,0.639,0.074,0.093,5,11,2,3,6,46,20,7.51,0.69,2.25,90.087,2440.755,345.387,2876.229,695.09,30513.176,3232.296,34440.562,40,41,40,Driving
9.782,9.818,0.34,0.151,0.603,0.054,0.059,3,13,3,8,8,38,9,19.85,1.81,5.68,45.269,1612.444,144.067,1801.78,332.964,18333.967,1224.88,19891.811,42,49,49,Driving
9.74,9.692,1.148,0.221,0.52,0.108,0.036,2,12,4,2,5,39,17,1.65,0.63,0.23,59.867,2507.645,578.328,3145.84,434.708,30366.114,5936.968,36737.79,36,41,44,Driving
9.676,9.589,1.134,0.185,0.267,0.096,0.022,6,15,10,2,2,38,21,10.27,2.03,1.88,42.137,1534.252,668.44,2244.829,268.606,17886.04,6964.373,25119.019,30,42,39,Driving
9.715,9.682,0.159,0.086,0.104,0.036,0.014,10,10,10,17,16,31,12,2.35,4.08,0.39,9.54,330.089,83.948,423.577,38.781,3122.927,627.053,3788.761,37,40,40,Driving
9.704,9.682,0.144,0.065,0.209,0.084,0.016,10,5,4,3,14,25,7,2.39,2,0.148,22.657,694.51,231.552,948.719,120.943,7099.319,2106.584,9326.846,41,41,43,Driving
9.683,9.641,0.256,0.071,0.209,0.088,0.013,14,14,12,7,10,35,17,5.97,3.26,1.64,30.994,1364.449,294.946,1690.389,177.645,15875.451,2693.31,18746.406,40,46,50,Driving
9.671,9.636,0.232,0.061,0.118,0.079,0.006,15,12,10,8,11,38,15,0.21,1.77,0.261,20.818,685.47,347.366,1053.654,104.734,6873.685,3285.369,10263.788,43,38,40,Driving
9.682,9.645,0.07,0.029,0.056,0.073,0.003,18,5,5,3,60,22,5,0.152,2.76,0.089,7.378,236.773,235.794,479.945,25.661,2244.991,2124.322,4394.974,43,40,41,Driving
9.672,9.681,0.119,0.019,0.038,0.037,0.004,15,9,12,4,8,29,7,0.77,0.21,0.351,9.538,320.27,141.404,471.212,38.062,2979.463,1153.841,4171.366,47,42,45,Driving
9.736,9.744,0.175,0.046,0.148,0.158,0.01,17,8,15,6,23,36,13,1.11,3.47,0.21,19.197,758.73,494.746,1272.673,98.531,8076.214,4777.208,12951.953,40,43,36,Driving
9.907,9.906,0.134,0.071,0.247,0.176,0.015,9,10,5,15,7,31,13,11.39,3.78,2.53,19.499,611.985,602.913,1234.397,101.84,6275.889,6185.465,12563.194,38,39,38,Driving
9.873,9.886,0.132,0.065,0.327,0.079,0.016,3,10,3,13,35,27,7,4.16,9.94,0.31,23.821,1175.415,345.436,1544.672,172.15,12618.168,3255.14,16045.458,44,35,44,Driving
9.704,9.725,0.165,0.063,0.234,0.14,0.009,12,8,10,6,33,35,23,11.69,4.71,2.6,25.607,1032.108,368.777,1426.492,140.864,11063.705,3497.007,14701.576,50,40,42,Driving
9.712,9.7,0.594,0.124,0.153,0.122,0.013,18,13,18,3,5,38,25,1.31,6.73,0.33,37.541,1303.497,554.201,1895.239,221.361,14708.553,5565.469,20495.383,43,42,46,Driving
9.737,9.736,0.547,0.106,0.156,0.122,0.018,12,11,15,3,5,32,19,3.08,3.64,0.53,32.322,1221.074,459.76,1713.156,177.761,14194.075,4546.192,18918.028,38,40,36,Driving
9.726,9.746,0.089,0.033,0.088,0.128,0.008,8,7,7,12,53,21,9,7.32,8.11,2.62,9.614,361.77,304.34,675.724,37.956,3352.973,2854.926,6245.855,39,43,33,Driving
9.714,9.737,0.175,0.05,0.091,0.138,0.006,9,10,10,3,39,25,9,2.91,4.65,0.089,14.407,537.378,411.792,963.577,61.27,5464.729,3955.008,9481.007,33,34,46,Driving
9.701,9.725,0.312,0.112,0.185,0.09,0.008,18,15,17,7,13,41,25,5.72,7.42,1.76,34.531,999.609,300.622,1334.762,204.669,10950.953,2700.839,13856.461,40,41,46,Driving
9.695,9.642,0.526,0.172,0.254,0.039,0.011,19,10,14,4,6,44,29,0.46,4.61,0.78,48.888,2000.595,184.678,2234.161,306.418,24450.794,1566.105,26323.317,37,52,42,Driving
9.684,9.596,0.401,0.096,0.165,0.054,0.012,9,7,9,4,3,34,13,4.35,0.9,0.69,33.068,743.73,203.212,980.01,195.72,7925.638,1851.508,9972.866,38,48,48,Driving
9.733,9.713,0.175,0.056,0.149,0.067,0.014,7,8,3,2,33,31,7,7.86,3.88,2.35,16.411,626.158,177.336,819.905,79.428,6314.65,1440.982,7835.06,41,40,45,Driving
9.752,9.705,0.323,0.102,0.26,0.044,0.018,8,8,5,3,9,39,13,2.89,4.16,0.13,22.269,991.927,73.362,1087.558,132.872,10867.976,530.492,11531.34,42,42,42,Driving
9.75,9.702,0.207,0.066,0.171,0.09,0.013,5,4,7,2,30,34,13,9.36,0.58,3.13,14.831,443.509,106.528,564.868,69.102,4205.708,814.48,5089.29,46,33,42,Driving
9.737,9.729,0.368,0.088,0.191,0.099,0.012,11,14,9,5,5,37,17,1.07,3.72,0.59,23.759,874.58,200.317,1098.656,123.728,9318.209,1724.851,11166.788,34,39,45,Driving
